Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
467324,ALPHA HOME HEALTH CARE LLC - SOUTHERN UTAH,230 NORTH 1680 EAST,ST GEORGE,UT,84790,58,33,23.9,6.2,5.6,1.6,0.6,9.8,0.0,157209,183061,191922,0.1,,,76,15,18,22,11,29,0,,,0,0,2.00,12,42,21,18,45,45,36,42,36,55,70,55,6,61,6,3
467326,MAPLE CREEK HOME HEALTH,290 WEST CENTER STREET,SPANISH FORK,UT,84660,30,23,31.9,14.5,10.1,0.0,0.0,7.3,0.0,107918,111736,109009,7.8,,,80,12,11,,,22,0,0,0,,,1.39,17,35,9,13,26,43,4,30,43,39,74,35,13,43,13,9
467327,ALLIANCE HOME HEALTH OF SOUTHERN UTAH,491 EAST RIVERSIDE DRIVE,ST GEORGE,UT,84790,82,66,31.2,7.6,14.6,2.1,0.0,6.7,0.2,323370,370326,379654,2.3,,,79,26,40,,,65,0,0,0,,,1.65,24,33,11,9,24,44,8,45,41,44,,42,15,67,9,8
467329,QUALITY HOME HEALTH & HOSPICE,888 EAST 3900 SOUTH,SALT LAKE CITY,UT,84107,38,29,16.6,4.4,5.5,1.4,0.3,4.9,0.1,59478,109933,116509,0.0,,,78,13,16,,,24,0,,,0,0,3.09,14,34,17,31,41,41,21,28,38,34,66,48,10,31,14,7
467331,ABSOLUTE COMPASSION HOME HEALTH,1172 EAST 100 NORTH,PAYSON,UT,84651,443,162,28.6,11.3,6.4,0.1,0.0,10.7,0.2,1547154,1463685,1419191,8.6,11,3997,81,51,111,110,52,118,,,40,0,0,2.03,12,51,23,6,37,36,27,,43,49,,44,15,48,5,9
467332,PEAK SPECIALTY GROUP,1220 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,192,140,24.3,6.9,9.0,3.0,0.4,5.0,0.1,593925,698466,732645,0.6,,,78,51,89,,,131,,,,0,,1.85,30,30,21,10,43,41,28,50,50,59,,52,18,59,11,13
467333,ABUNDANT LIFE HOME HEALTH,710 40TH STREET,SOUTH OGDEN,UT,84403,15,12,30.0,5.2,13.1,2.7,0.5,8.5,0.1,67819,62663,67463,0.4,0,,80,,,,,12,0,0,0,0,0,1.69,33,50,17,17,42,67,25,75,33,33,67,42,33,67,17,8
467334,BRIGHTON HOME HEALTH,1106 EAST 6600 SOUTH,MURRAY,UT,84121,345,243,29.6,11.4,7.7,1.9,0.4,8.1,0.1,1264651,1259785,1270241,6.5,17,4605,82,71,172,212,31,230,,0,,,,1.94,19,55,14,11,37,42,12,50,35,45,,42,21,57,13,11
467335,INSPIRATION HOME HEALTH LLC,835 EAST 4800 SOUTH,MURRAY,UT,84107,172,125,28.1,7.2,10.5,2.7,0.4,7.5,0.0,734734,679754,699370,3.4,,,82,42,83,108,17,116,,,,0,0,1.66,14,57,17,5,40,38,22,61,30,35,,46,18,51,11,7
467336,SALUS HOME HEALTH,"7001 SOUTH 900 EAST, SUITE 300",MIDVALE,UT,84047,20,16,21.7,8.6,9.1,1.8,0.0,2.2,0.0,65842,71811,76097,0.0,,,81,,,,,15,0,0,,0,,2.05,25,25,31,6,50,50,13,38,31,31,,50,19,56,0,6
467337,INDEPENDENCE HOME HEALTH,640 SOUTH 500 WEST,BOUNTIFUL,UT,84010,190,133,25.4,9.6,8.2,1.4,0.8,5.4,0.2,833058,697144,695246,7.3,,,80,49,84,110,23,117,,,,0,,1.74,11,33,14,14,31,38,17,38,31,44,,36,12,56,11,5
467338,ALI'S ANGELS HOME CARE INC,2470 MARILYN DR,PERRY,UT,84302,32,14,41.8,20.3,4.6,0.3,0.0,16.6,0.0,164407,91467,96909,2.3,0,,80,,,,,14,0,0,0,0,0,2.78,7,71,21,7,50,50,14,64,57,36,64,57,14,57,29,7
467339,AGA HOME HEALTH,220 EAST 3900 SOUTH,MURRAY,UT,84107,233,67,20.7,8.3,2.9,0.1,0.0,9.4,0.0,695843,544507,547213,4.7,14,6121,80,28,39,38,29,59,0,0,,0,,1.90,18,49,22,6,31,45,33,66,49,34,,43,7,58,12,4
467340,CANYON HOME CARE OF SOUTHERN UTAH,1240 E 100 S,ST GEORGE,UT,84770,135,112,17.2,4.4,9.3,0.5,0.2,2.8,0.0,323636,445787,468024,0.0,13,5555,85,43,69,,,108,0,0,,0,,1.93,22,42,8,11,37,52,11,32,32,60,,55,9,66,3,7
467342,CORNERSTONE HOME HEALTH,75 EAST 7200 SOUTH,MIDVALE,UT,84047,279,141,34.6,13.7,10.3,0.8,0.8,8.8,0.2,1913195,1202342,1159944,8.4,,,85,38,103,125,16,134,0,,,0,,1.84,17,55,16,13,37,38,12,57,30,37,,48,13,62,8,13
467343,"SOLSTICE HOME HEALTH, LLC",1940 SOUTH  1100 EAST,SALT LAKE CITY,UT,84106,60,40,17.9,8.6,5.1,0.8,0.8,2.7,0.2,150796,174653,184157,0.0,,,81,14,26,,,37,,,,0,0,1.92,20,50,13,10,33,43,10,48,45,38,,48,10,53,18,5
467345,MOUNTAIN VIEW HOME HEALTH,9103 S 1300 W,WEST JORDAN,UT,84088,36,16,30.9,7.6,6.1,0.4,0.0,16.8,0.0,148300,86724,91359,0.2,,,80,,,,,14,0,,0,,0,1.76,0,25,13,19,13,44,19,56,44,31,,44,6,50,0,0
467346,LIGHTEN HOME HEALTH,9176 SOUTH 300 WEST,SANDY,UT,84070,53,37,32.6,9.5,8.4,1.1,2.0,11.5,0.2,251789,190573,194029,3.5,,,79,16,21,26,11,30,0,,,0,0,1.96,24,49,19,8,32,38,16,65,41,43,,41,16,51,5,14
467348,"MOTION WORX, LLC",636 E STATE RD,AMERICAN FORK,UT,84003,48,36,32.6,22.0,5.4,0.1,0.8,4.4,0.0,263603,154839,150115,8.6,0,,85,,,,,36,0,0,0,0,0,2.11,8,,17,0,28,39,14,44,28,39,72,31,25,56,19,8
477000,VISITING NURSE ASSOCIATION,1110 PRIM ROAD,COLCHESTER,VT,05446,2255,1643,16.3,7.2,4.2,1.2,0.3,3.0,0.4,7134860,6779828,6762750,1.3,358,150876,77,641,1002,1218,425,1589,14,14,,,16,1.81,24,20,19,16,32,39,24,37,32,51,,53,14,57,5,9
477002,VNA OF VT & NH,205 BILLINGS FARM ROAD 5,WHITE RIVER JUNCTION,VT,05001,3409,2217,16.4,7.2,5.2,1.6,0.1,2.4,0.1,10199431,10313677,10261046,1.1,553,229540,77,907,1310,1595,622,2153,12,,13,,31,1.81,25,25,23,13,33,37,27,41,35,48,,43,17,54,6,10
477003,CENTRAL VERMONT HOME HEALTH & HOSPICE,600 GRANGER ROAD,BARRE,VT,05641,2064,1211,17.7,7.6,3.9,1.3,0.4,4.3,0.4,5716954,6042825,6095816,1.5,253,102091,77,458,753,826,385,1174,,,11,,20,1.84,21,23,26,12,38,37,31,46,36,58,,44,17,57,8,7
477007,RUTLAND AREA VNA,7 ALBERT CREE,RUTLAND,VT,05701,2241,1377,19.6,8.3,4.7,1.7,0.7,3.9,0.6,7427384,6904006,6876921,3.0,303,113215,77,528,849,870,507,1353,,,,,12,1.87,24,22,29,15,32,42,35,42,36,60,,47,16,51,6,12
477009,MANCHESTER HEALTH SERVICES,PO BOX 1224,MANCHESTER CENTER,VT,05255,242,153,14.3,6.4,3.8,0.5,0.1,3.5,0.0,390923,613912,626719,0.2,73,30032,81,60,93,121,32,149,0,0,0,,,1.79,20,26,20,17,33,32,28,39,24,47,,46,15,49,7,7
477010,CALEDONIA HOME HEALTH CARE,161 SHERMAN DRIVE,SAINT JOHNSBURY,VT,05819,823,533,14.6,7.4,5.0,0.9,0.1,1.2,0.2,2514371,2352685,2398952,0.4,140,50773,77,227,306,328,205,526,,,0,0,,1.69,19,25,22,11,35,36,30,39,33,46,,40,10,47,5,9
477014,ADDISON COUNTY HOME HEALTH & HOSPICE  INC,PO BOX 754,MIDDLEBURY,VT,05753,1262,602,17.9,9.2,3.7,0.5,0.2,4.3,0.3,3691553,3294793,3298393,2.1,144,56063,79,242,360,410,192,593,,0,0,0,,1.71,23,25,20,13,32,33,28,37,32,41,73,46,9,52,5,8
477015,LAMOILLE HOME HEALTH & HOSPICE,54 FARR AVENUE,MORRISVILLE,VT,05661,749,374,19.9,8.4,4.7,0.4,0.0,5.7,0.7,2157186,2084077,2072866,2.8,84,30294,77,168,206,235,139,362,0,0,,,11,1.83,18,23,19,12,27,35,26,35,33,47,74,43,9,53,4,7
477016,FRANKLIN COUNTY HHA,3 HOME HEALTH CIRCLE SUITE 1,ST ALBANS,VT,05478,1228,675,18.6,7.5,3.5,1.2,0.3,6.0,0.3,2602184,3446088,3370357,2.7,231,91188,77,265,410,366,309,661,,,,,,1.98,22,22,24,13,40,45,35,45,39,59,,55,15,59,7,10
477018,ORLEANS ESSEX VNA & HOSPICE,46 LAKEMONT ROAD,NEWPORT,VT,05855,763,468,17.9,9.4,4.2,0.6,0.1,3.6,0.0,2140219,2117053,2143971,1.3,67,26729,78,197,271,251,217,463,0,0,,0,,1.79,20,22,20,12,34,40,33,31,38,49,,41,11,42,5,7
477019,BAYADA HOME HEALTH CARE,80 PEARL STREET,ESSEX JUNCTION,VT,05452,1199,866,15.6,5.2,6.0,2.6,0.1,1.6,0.2,3356127,3861824,3936468,0.1,202,86974,79,323,543,517,349,852,,,,0,,1.98,25,32,20,15,34,37,29,42,33,49,,47,14,51,9,11
497005,"SHELTERING ARMS HOME HEALTHCARE, LLC",2805 W BROAD STREET,RICHMOND,VA,23230,393,327,17.5,5.6,7.0,4.0,0.7,0.4,0.0,1168219,1411542,1469954,0.4,46,18865,76,132,195,288,39,250,70,,,0,,2.05,26,25,20,17,43,47,26,42,50,75,,57,20,63,5,24
497008,INOVA VNA HOME HEALTH,9900 MAIN STREET,FAIRFAX,VA,22031,4606,3868,13.7,5.4,6.1,1.4,0.3,0.7,0.1,14450794,13871046,13703095,0.2,863,382232,78,1586,2282,3349,519,2934,381,260,196,,,1.82,23,23,21,17,35,45,24,26,36,70,,48,13,58,5,14
497011,HOME HEALTH INC,26782 NORTH JAMES MADISON HIGHWAY,NEW CANTON,VA,23123,152,80,17.0,7.9,5.8,1.4,0.0,1.9,0.0,375333,419078,477366,0.2,33,12432,78,25,55,43,37,47,33,0,0,0,0,2.21,21,35,28,9,34,50,34,35,44,56,,45,13,54,5,11
497015,FAMILY CARE SENIOR SOLUTIONS,801 COURT STREET,PORTSMOUTH,VA,23704,194,139,19.2,6.4,8.5,1.4,0.2,2.7,0.0,465640,628976,678316,0.1,,,79,44,95,101,38,100,36,,,0,,2.12,24,35,22,9,41,46,28,42,46,72,,50,17,67,6,18
497018,CARILION HOME CARE SERVICES TAZEWELL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,190,131,17.8,8.5,6.0,2.0,0.1,1.2,0.0,456796,529611,640204,0.0,20,7652,73,55,76,89,42,120,,,0,0,,2.17,15,24,24,15,46,56,44,34,53,66,,58,7,47,7,12
497019,SENTARA HOME CARE SERVICES,540 GREENFIELD TERRACE,CHARLOTTESVILLE,VA,22901,1295,894,15.7,6.9,6.5,0.9,0.1,1.1,0.1,3309067,3737724,4121817,0.1,199,75103,80,343,551,786,108,802,78,,,,,1.93,23,25,19,18,36,43,28,33,39,63,,43,15,61,8,8
497020,BUCHANAN GENERAL HOSPITAL HOME HEALTH AGENCY,"1535 SLATE CREEK ROAD, 5TH FLOOR",GRUNDY,VA,24614,133,76,21.2,8.5,7.2,0.1,0.0,5.4,0.0,490849,346665,417511,0.2,11,3477,73,26,50,48,28,76,0,0,0,0,0,1.99,18,18,28,17,53,45,47,37,46,67,,62,13,67,12,9
497021,COMMONWEALTH HOME HEALTH INC,425 MAIN ST,SOUTH BOSTON,VA,24592,274,216,15.9,5.6,6.9,2.1,0.0,1.3,0.0,765871,746742,897819,0.2,40,13607,75,88,128,139,77,137,75,0,,0,,2.05,19,21,19,11,36,45,24,30,49,69,,50,7,51,4,12
497022,INTERIM HEALTHCARE OF ROANOKE,1013 EAST MAIN STREET,SALEM,VA,24153,243,201,16.7,4.9,8.2,2.5,0.6,0.6,0.0,507122,769192,836025,0.6,29,10510,77,71,130,165,36,177,18,,,0,,1.88,20,27,22,14,36,43,27,45,47,61,,46,13,59,13,12
497025,RIVERSIDE TAPPAHANNOCK HOME HEALTH,659 HOSPITAL ROAD BLDG A SUITE 103,TAPPAHANNOCK,VA,22560,673,521,13.3,7.8,4.9,0.0,0.0,0.7,0.0,2081557,1520601,1810425,0.8,89,30889,78,211,310,415,106,382,131,,,0,,1.90,25,25,17,19,36,42,26,29,39,71,,51,9,56,6,11
497026,"BON SECOURS HOME HEALTH, LLC","11525 MIDLOTHIAN TURNPIKE, SUITE 103",BON AIR,VA,23235,2242,1794,14.3,6.8,4.9,1.7,0.1,0.5,0.2,6020463,6257687,6677245,0.2,481,196316,77,714,1080,1492,302,1276,483,,12,,12,2.00,24,25,22,18,41,52,28,32,44,67,,52,13,55,5,12
497027,TOTAL HOME CARE,174 KENTS RIDGE ROAD,RICHLANDS,VA,24641,467,289,16.9,6.7,6.4,1.5,0.4,1.9,0.0,1238520,1290471,1559869,0.1,93,27800,75,111,178,212,77,280,,0,0,0,,2.38,17,36,30,15,45,52,46,41,48,61,,60,16,52,11,13
497029,CMH HOME HEALTH & COMMUNITY HOSPICE,300 EAST FERRELL STREET,SOUTH HILL,VA,23970,201,181,12.9,5.0,6.0,1.1,0.1,0.6,0.0,685266,498334,600022,0.1,18,6589,76,50,131,126,55,109,71,0,0,,,2.37,20,25,23,13,39,43,32,32,49,71,,54,13,65,6,19
497030,"HOME RECOVERY HOME AID, INC",816 EAST THIRD STREET,FARMVILLE,VA,23901,1267,921,17.1,8.4,6.1,1.5,0.2,1.0,0.0,4240196,3515076,4107388,0.1,135,44545,75,383,538,537,384,532,371,,,,11,2.48,18,32,23,16,42,54,33,35,53,63,,55,12,49,8,14
497033,THE MEDICAL TEAM INC,"1902 CAMPUS COMMONS DRIVE, SUITE 650",RESTON,VA,20191,657,454,16.5,6.9,5.2,2.3,0.2,1.8,0.1,2256906,2107691,2072817,0.0,76,33861,82,173,281,366,88,348,45,34,13,,,2.29,27,43,21,16,46,55,29,38,41,67,,52,20,60,8,13
497038,CARILION HOME CARE FRANKLIN,390 SOUTH MAIN ST SUITE 105,ROCKY MOUNT,VA,24151,598,460,15.8,8.1,5.8,0.8,0.2,0.7,0.3,1278878,1674737,1870476,0.0,101,35727,74,209,251,338,122,400,53,,,,,2.13,20,21,20,16,42,39,28,37,44,68,,45,11,50,5,9
497040,TWIN COUNTY REGIONAL HOME HEALTH,"818 GLENDALE ROAD, SUITE 1",GALAX,VA,24333,705,459,19.1,9.1,5.3,0.7,0.3,3.7,0.2,1986750,1742198,2095711,0.4,81,23580,78,183,276,293,166,448,,0,0,0,,1.90,22,27,23,14,41,49,36,37,42,51,,43,11,45,7,11
497044,HOME NURSING SERVICES OF SOUTHWEST VA INC,611 CAMPUS DRIVE SUITE 300,ABINGDON,VA,24210,614,325,17.2,7.0,3.9,0.4,0.1,5.8,0.0,1531486,1354391,1721724,0.5,112,30424,76,120,205,184,141,318,,,0,,,2.31,17,43,26,13,48,53,40,46,41,58,,65,15,51,19,12
497055,SOUTHSIDE COMMUNITY HOSPITAL HOME CARE SERVICES,711 OAK STREET,FARMVILLE,VA,23901,718,491,17.4,9.6,3.9,2.0,0.0,1.6,0.3,2611124,1772872,2101277,0.0,67,22257,77,209,282,352,139,332,152,0,,0,,2.08,19,27,22,15,40,53,36,29,47,73,,49,13,45,7,11
497058,WINCHESTER MEDICAL CENTER HHA,333 WEST CORK STREET,WINCHESTER,VA,22601,2665,1963,16.2,7.6,6.5,1.7,0.1,0.3,0.1,7397421,7671368,8509722,0.0,381,141811,76,766,1197,1544,419,1843,86,,16,,13,1.99,24,27,25,15,41,47,37,39,44,69,,49,16,57,6,12
497060,INTREPID USA HEALTHCARE SERVICES,"2430 SOUTHLAND DRIVE, SUITE B",CHESTER,VA,23831,175,112,16.7,9.0,6.2,1.2,0.0,0.3,0.0,514269,536649,555486,1.7,15,5062,76,69,43,92,20,81,30,0,,0,,1.85,13,34,12,6,21,39,15,37,53,52,,38,10,38,8,6
497061,DANVILLE REGIONAL MEDICAL CENTER HOME HEALTH,142 SOUTH MAIN STREET,DANVILLE,VA,24541,435,304,15.4,9.4,3.8,0.9,0.2,1.0,0.0,1539386,1000122,1175980,1.1,51,16364,73,140,164,171,133,189,109,0,,,,2.83,25,26,27,13,49,56,38,36,55,74,,67,10,42,7,14
497063,RUSSELL COUNTY MEDICAL CENTER HOME HEALTH,"116 FLANAGAN AVENUE, SUITE C",LEBANON,VA,24266,205,138,11.2,7.3,2.5,0.9,0.1,0.3,0.1,432538,431270,519265,0.2,63,19232,73,43,95,80,58,137,,0,0,0,,2.09,21,28,25,11,40,39,43,41,57,59,,44,9,50,9,7
497068,NORTON COMMUNITY HOSPITAL HOME HEALTH,716 SPRING AVENUE,WISE,VA,24293,426,244,13.8,7.7,4.3,0.9,0.0,1.0,0.0,1202997,1017322,1223574,0.5,121,41387,74,94,150,167,77,238,,0,0,0,,2.17,19,30,33,8,43,57,48,43,54,72,,57,19,47,7,11
497069,COMMONWEALTH HOME NURSING & HOSPICE,159 EXECUTIVE DRIVE SUITE H,DANVILLE,VA,24541,662,490,15.4,7.4,5.8,0.0,0.3,2.5,0.0,1284286,1556785,1866029,0.0,171,52921,77,189,301,313,177,342,142,0,,0,,2.56,26,32,24,18,50,54,36,35,53,73,,62,16,50,7,12
497072,SOUTHSIDE REGIONAL HOME HEALTH,10501 SOUTH CRATER ROAD,PETERSBURG,VA,23805,542,338,18.2,11.1,4.5,1.7,0.2,0.9,0.0,1782293,1541946,1603616,1.3,53,19151,78,116,222,254,84,176,158,,,0,,2.72,25,30,28,17,48,55,36,30,53,72,,62,13,58,4,13
497080,BEST & DEPENDABLE HOME HEALTH CARE,812 NEWTOWN ROAD,VIRGINIA BEACH,VA,23464,231,118,27.5,16.2,4.6,0.9,0.1,5.8,0.1,762244,686164,701715,5.2,21,8640,77,40,78,84,34,47,36,21,,0,,2.69,21,48,31,12,48,60,36,39,57,,,47,16,53,9,14
497081,PERSONAL TOUCH HOMECARE OF VA,"733 THIMBLE SHOALS BLVD, SUITE 150",NEWPORT NEWS,VA,23606,1176,976,17.2,9.9,5.0,1.4,0.2,0.7,0.2,3063338,3337687,3554763,2.1,209,77460,74,394,582,757,219,627,314,11,12,,,2.21,19,27,23,15,35,49,27,31,48,63,,45,11,62,6,13
497088,BESTCARE HOME CARE,"4196 INNSLAKE DRIVE, SUITE A",GLEN ALLEN,VA,23060,100,78,20.4,8.3,7.9,3.2,0.6,0.5,0.0,301626,335576,350255,0.5,,,81,31,47,67,11,61,15,0,,,0,2.19,24,45,23,17,37,54,33,31,44,67,,47,18,58,9,12
497091,AMEDISYS HOME HEALTH OF NEWPORT NEWS,"ONE ENTERPRISE PARKWAY, SUITE 120",HAMPTON,VA,23666,1491,984,19.8,8.8,6.7,2.1,1.0,1.1,0.1,5611032,4922437,5304539,0.4,112,40495,78,359,625,864,120,713,239,,,,13,2.04,19,35,23,13,36,43,25,32,43,66,,43,12,67,8,12
497093,INTREPID USA HEALTHCARE SERVICES,20387 WARRIOR DRIVE,ONLEY,VA,23418,1084,620,18.3,10.1,4.6,1.9,0.9,0.8,0.1,3544226,2868442,3423522,0.4,134,41603,75,239,381,411,209,431,181,,,0,,2.49,21,29,25,14,41,50,33,29,50,64,,50,12,51,6,14
497094,CIRCLE HOME CARE,245 HOLSTON RD  SUITE A,WYTHEVILLE,VA,24382,538,351,20.1,8.3,6.2,1.8,0.8,3.0,0.0,2305092,1464580,1758684,0.5,67,20753,77,121,230,270,81,341,,0,0,0,,2.22,16,29,21,13,36,43,31,39,45,63,,54,16,50,7,10
497096,MEDI HOME HEALTH AND HOSPICE,5369 PETERS CREEK ROAD,ROANOKE,VA,24019,522,384,12.9,5.4,5.1,2.2,0.1,0.1,0.0,1128472,1558551,1685083,0.0,30,11280,78,155,229,321,63,349,32,0,,0,,1.90,23,26,21,15,41,45,33,40,43,62,,53,14,57,8,13
497245,BON SECOURS HOME CARE,485 RODMAN AVENUE,PORTSMOUTH,VA,23707,2300,1898,15.6,5.6,6.7,1.7,0.6,1.0,0.0,6584264,7051563,7600268,0.1,342,132620,76,700,1198,1630,268,1280,549,23,28,,,2.00,19,23,26,16,38,49,30,31,48,74,,45,17,68,4,14
497255,AMERICARE IN HOME NURSING,"6800 BACKLICK ROAD, SUITE 200",SPRINGFIELD,VA,22150,92,81,17.9,5.8,9.9,0.7,0.1,1.2,0.1,306807,342886,333125,1.1,,,78,31,50,,,60,14,,,0,,1.35,19,22,20,27,25,36,15,27,26,62,,37,14,60,1,7
497256,SENTARA HOME CARE SERVICES,2000 BERRY ROAD,HARRISONBURG,VA,22801,1041,774,14.1,7.7,4.7,1.2,0.0,0.5,0.1,2437585,2708993,3023604,0.5,174,60483,78,304,470,599,175,726,23,,,,,2.40,26,27,25,14,48,60,33,35,46,71,,53,17,60,11,11
497258,CARILION HOME CARE SERVICES - ROANOKE,1615 FRANKLIN ROAD,ROANOKE,VA,24016,1604,1151,18.2,9.5,5.3,1.1,0.1,2.2,0.1,3795112,4375675,4917954,1.1,239,77586,76,456,695,902,249,1013,108,,,0,17,2.01,20,23,20,14,36,43,26,39,43,63,,47,12,56,7,9
497259,HEAVEN SENT BY HOME TOWN HEALTH CARE,23 DUNLAP VILLAGE CIRCLE,COLONIAL HEIGHTS,VA,23834,431,354,15.1,7.5,5.6,0.7,0.1,1.0,0.0,1018948,1198508,1245861,2.1,75,30876,74,144,210,302,52,250,93,,,,,1.87,16,18,23,12,29,38,29,40,44,71,,49,11,73,5,11
497260,CARILION HOME CARE SERVICES,701 RANDOLPH STREET SUITE 110,RADFORD,VA,24141,894,646,20.7,9.3,5.6,1.7,0.4,3.5,0.2,2304611,2521510,2920902,1.6,133,43687,76,276,370,517,129,609,28,,,0,,2.15,23,23,23,13,41,46,30,41,45,63,,55,14,56,8,11
497264,INTERIM HEALTHCARE,516 S INDEPENDENCE BLVD  SUITE 106,VIRGINIA BEACH,VA,23452,378,273,17.9,7.9,6.3,1.2,1.0,1.5,0.0,856049,1107170,1213366,1.1,70,24763,80,107,166,238,35,197,67,,,0,,2.22,18,60,18,12,37,42,25,39,40,53,,38,16,50,8,16
497268,SENTARA HOMECARE SERVICES,535 INDEPENDENCE PARKWAY SUITE 200,CHESAPEAKE,VA,23320,6239,4432,15.8,8.9,4.9,0.7,0.5,0.8,0.1,16108332,17325314,18562384,1.0,1131,408222,75,1846,2586,3543,889,2818,1424,64,76,,,2.49,25,27,29,19,47,54,36,33,49,71,,50,14,54,7,15
497271,GENTIVA HEALTH SERVICES - VA BEACH,"5544 GREENWICH ROAD, SUITE 300",VIRGINIA BEACH,VA,23462,1343,928,20.0,4.1,10.8,3.0,0.8,0.9,0.3,4426132,5151433,5547259,0.2,89,33674,79,333,595,855,73,755,140,,15,0,,1.93,21,39,23,15,33,43,27,38,41,73,,40,17,68,7,15
497272,MARY WASHINGTON HOME HEALTH AGENCY,5012 SOUTHPOINT PARKWAY,FREDERICKSBURG,VA,22407,1386,1044,14.9,6.6,5.5,1.3,0.1,1.2,0.1,3892003,4229355,4313178,0.4,229,90727,76,408,636,891,153,874,140,,16,,,2.11,25,28,26,17,40,45,33,38,47,,,54,14,55,8,12
497275,AMEDISYS HOME HEALTH CARE,"5221 VALLEY PARK DRIVE, SUITE 1A",ROANOKE,VA,24019,2205,1454,19.8,9.0,6.7,2.8,0.8,0.3,0.2,8479482,7247898,8068353,0.5,182,66112,78,529,925,1054,400,1203,232,,,0,,2.37,21,35,20,13,39,49,30,39,48,60,,52,17,56,11,13
497278,CENTRA HEALTH HOME HEALTH SERVICES,1204 FENWICK DRIVE,LYNCHBURG,VA,24503,2044,1517,16.7,8.2,5.0,2.0,0.2,1.0,0.2,7505632,5758674,6421865,0.1,150,56238,77,554,963,1122,395,1164,337,,,0,11,2.21,24,31,23,14,43,60,29,39,49,72,,50,18,53,8,14
497279,COMFORTCARE HOME HEALTH AND HOSPICE,667 KINGSBOROUGH SQUARE SUITE 201,CHESAPEAKE,VA,23320,823,624,16.4,7.6,5.1,0.9,0.4,2.3,0.2,2243311,2238553,2387747,1.3,153,50068,78,231,393,519,105,405,198,,11,0,,2.34,22,33,26,19,44,58,38,27,54,67,,55,12,53,5,20
497285,"AUGUSTA HEALTH CARE, INC",64 SPORTS MEDICINE DRIVE,FISHERSVILLE,VA,22939,962,734,17.2,8.6,5.1,1.6,0.1,1.7,0.1,2618656,2378059,2843815,0.2,123,44730,79,274,460,604,130,678,44,,,,,2.25,26,26,21,19,47,51,30,46,46,66,,50,19,47,8,12
497287,SENTARA HALIFAX HOME HEALTH,2204 WILBORN AVENUE,SOUTH BOSTON,VA,24592,477,374,18.7,9.9,4.8,2.2,0.2,1.6,0.0,2029344,1185229,1426966,0.2,57,19091,76,146,228,254,120,232,138,0,,0,,2.09,22,21,20,15,35,49,28,22,46,72,,48,9,44,3,13
497288,"ADVANCED HOME CARE, INC","165 PLAZA ROAD, SUITE 20",WISE,VA,24293,1120,682,17.9,6.7,6.4,2.4,0.6,1.8,0.1,3208819,3084225,3853682,0.1,133,40562,74,262,420,430,252,657,17,0,,,,2.34,25,29,33,15,48,54,52,45,49,68,,55,23,48,12,10
497289,SOUTHERN VIRGINIA REGIONAL HOME HEALTH,201 HICKSFORD AVENUE,EMPORIA,VA,23847,569,272,17.2,9.6,4.3,1.0,0.0,2.3,0.0,1667167,1412095,1688929,0.0,39,10439,77,98,174,165,107,146,123,,0,0,,2.31,18,32,27,15,46,50,38,32,50,57,,56,13,53,9,16
497292,INTREPID USA HEALTHCARE SERVICES,"THE SHOPS AT 222 - 106 ROWE ROAD, SUITE 103",STAUNTON,VA,24401,349,227,16.3,7.0,7.0,2.1,0.0,0.1,0.0,1020461,987367,1151426,0.1,20,6837,79,100,127,169,58,209,13,,,0,,2.12,18,39,24,15,43,52,34,39,47,60,,48,15,47,15,15
