HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",TX,4653,4054,6380.00,5061.00,5468.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",UT,486,429,6434.00,5128.00,5537.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",VA,1535,1423,6000.00,5184.00,5475.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",VT,54,51,6166.00,5459.00,5468.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WA,632,611,7542.00,5850.00,5448.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WI,341,329,6198.00,5326.00,5425.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WV,446,409,6033.00,4538.00,5451.00
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WY,95,81,5882.00,5338.00,5484.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AL,51,51,5510.00,4223.00,5240.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AR,66,66,5893.00,4395.00,5245.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AZ,50,49,5664.00,5148.00,5230.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CA,92,91,7101.00,6694.00,5273.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CO,140,135,5838.00,5309.00,5275.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CT,75,73,5286.00,6180.00,5322.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",DC,20,19,8340.00,5423.00,5231.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",DE,27,25,6209.00,5432.00,5251.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",FL,696,650,4828.00,4863.00,5250.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",GA,76,74,5935.00,4851.00,5262.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",IA,68,59,5735.00,4967.00,5333.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",ID,46,45,5412.00,4674.00,5229.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",IL,241,236,6102.00,5183.00,5223.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",IN,279,263,6310.00,5036.00,5285.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",KS,44,43,5292.00,4830.00,5291.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",KY,126,120,5108.00,4656.00,5232.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",LA,103,99,5560.00,4438.00,5225.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MA,163,155,6743.00,5908.00,5303.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MD,68,66,5687.00,5195.00,5228.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",ME,28,27,5853.00,5030.00,5223.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MI,178,174,5973.00,4921.00,5239.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MN,45,44,6284.00,5388.00,5204.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MO,69,66,5408.00,4635.00,5228.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MS,66,63,5980.00,4353.00,5219.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",MT,19,18,5829.00,4687.00,5228.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NC,166,163,4895.00,4659.00,5213.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NE,69,63,5549.00,5194.00,5292.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NH,24,23,5479.00,5287.00,5225.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NJ,29,28,5174.00,5326.00,5247.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NM,76,70,5789.00,5055.00,5310.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NV,30,29,5546.00,5839.00,5221.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",NY,69,59,5314.00,5836.00,5336.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",OH,441,412,5662.00,4911.00,5268.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",OK,112,111,6152.00,4633.00,5306.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",OR,31,30,6924.00,5482.00,5243.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",PA,247,238,6125.00,4960.00,5264.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",RI,20,20,5711.00,5785.00,5398.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",SC,45,42,6437.00,4646.00,5258.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",SD,42,41,5026.00,4680.00,5229.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",TN,75,72,5788.00,4446.00,5197.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",TX,789,698,5895.00,4932.00,5253.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",UT,109,103,5765.00,4877.00,5289.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",VA,163,159,5459.00,5111.00,5277.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",VT,16,16,5419.00,5221.00,5227.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",WA,66,66,7827.00,5779.00,5244.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",WI,33,33,5293.00,5142.00,5244.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",WV,25,24,5078.00,4193.00,5033.00
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",WY,18,16,4877.00,5039.00,5226.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",AK,18,17,8575.00,6528.00,5585.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",AL,1114,1087,6238.00,4547.00,5562.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",AR,565,548,6622.00,4735.00,5598.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",AZ,483,475,6301.00,5531.00,5539.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",CA,906,895,7552.00,7191.00,5562.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",CO,624,601,6175.00,5602.00,5589.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",CT,654,638,5839.00,6411.00,5632.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",DC,60,58,6744.00,5814.00,5599.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",DE,122,116,6696.00,5830.00,5594.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",FL,6927,6661,5278.00,5141.00,5561.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",GA,1375,1338,6227.00,5042.00,5570.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",HI,12,12,8904.00,6301.00,5567.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",IA,228,222,5938.00,5251.00,5662.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",ID,250,240,6597.00,5141.00,5640.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",IL,1840,1777,6115.00,5550.00,5567.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",IN,1339,1267,6817.00,5262.00,5596.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",KS,400,393,5755.00,5019.00,5541.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",KY,1317,1286,5715.00,4891.00,5568.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",LA,965,933,6245.00,4728.00,5569.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MA,1428,1387,6826.00,6128.00,5601.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MD,787,769,6433.00,5529.00,5545.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",ME,203,198,5942.00,5351.00,5591.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MI,1383,1348,6246.00,5219.00,5559.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MN,259,254,6319.00,5851.00,5576.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MO,644,631,6046.00,5026.00,5561.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MS,713,693,6373.00,4652.00,5574.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",MT,63,60,5515.00,4910.00,5581.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NC,1694,1655,5564.00,5004.00,5560.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",ND,27,25,7301.00,4503.00,5589.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NE,310,302,6335.00,5429.00,5583.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NH,133,132,5784.00,5680.00,5572.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NJ,500,490,6393.00,5911.00,5553.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NM,239,225,6501.00,5238.00,5568.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NV,222,213,6722.00,6199.00,5578.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",NY,1120,1098,7254.00,6371.00,5622.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",OH,1967,1886,5957.00,5178.00,5601.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",OK,792,773,6312.00,4816.00,5569.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",OR,178,178,7730.00,5863.00,5547.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",PA,1894,1830,6709.00,5272.00,5576.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",PR,28,28,4734.00,3046.00,5612.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",RI,186,185,6173.00,5880.00,5591.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",SC,662,646,5940.00,4977.00,5562.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",SD,83,82,5277.00,4912.00,5554.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",TN,1336,1305,5913.00,4731.00,5561.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",TX,3837,3632,6248.00,5208.00,5578.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",UT,660,623,6110.00,5155.00,5619.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",VA,1368,1326,5904.00,5253.00,5581.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",VT,82,81,5897.00,5593.00,5582.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",WA,533,524,7852.00,5943.00,5554.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",WI,323,315,6269.00,5442.00,5559.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",WV,383,374,5731.00,4693.00,5557.00
5BGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 2,Service Severity Level 1",WY,48,47,5922.00,5516.00,5645.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",AK,23,21,8755.00,6883.00,5893.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",AL,1765,1665,6503.00,4775.00,5841.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",AR,639,603,6881.00,4985.00,5846.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",AZ,639,605,6828.00,5862.00,5845.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",CA,1512,1452,7998.00,7477.00,5859.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",CO,669,625,6758.00,5993.00,5923.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",CT,663,633,6358.00,6761.00,5920.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",DC,60,57,7851.00,6144.00,5894.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",DE,172,153,6974.00,6064.00,5862.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",FL,10483,9297,5589.00,5463.00,5860.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",GA,2219,2075,6812.00,5339.00,5871.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",HI,24,24,7202.00,6466.00,5752.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",IA,265,248,6283.00,5418.00,5882.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",ID,341,318,7151.00,5420.00,5927.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",IL,2403,2222,6419.00,5877.00,5854.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",IN,1260,1179,6826.00,5474.00,5861.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",KS,528,505,6650.00,5390.00,5848.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",KY,1419,1322,6340.00,5121.00,5848.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",LA,2127,1926,6532.00,4977.00,5850.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MA,1468,1391,7045.00,6505.00,5893.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MD,1117,1052,6893.00,5841.00,5856.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",ME,238,225,6133.00,5595.00,5837.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MI,2144,2016,6839.00,5477.00,5833.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MN,352,340,6407.00,6263.00,5904.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MO,897,849,6630.00,5336.00,5863.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MS,1450,1326,6749.00,4887.00,5851.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",MT,85,84,5241.00,5199.00,5804.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NC,1793,1691,5820.00,5288.00,5840.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",ND,19,18,6488.00,4746.00,5859.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NE,313,288,6290.00,5713.00,5858.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NH,193,181,6410.00,5915.00,5845.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NJ,654,642,6756.00,6357.00,5838.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NM,374,336,7089.00,5591.00,5906.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NV,324,302,6771.00,6627.00,5898.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",NY,1397,1323,7806.00,6672.00,5961.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",OH,2099,1932,6265.00,5412.00,5876.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",OK,1187,1055,6756.00,5075.00,5858.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",OR,226,217,8185.00,6089.00,5825.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",PA,2328,2150,7054.00,5551.00,5860.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",PR,92,91,5552.00,3183.00,5862.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",RI,185,167,6360.00,6309.00,5957.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",SC,929,884,6545.00,5225.00,5846.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",SD,47,46,5883.00,5196.00,5859.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",TN,2923,2691,6175.00,4979.00,5840.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",TX,7491,6612,6724.00,5430.00,5864.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",UT,631,573,6706.00,5407.00,5878.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",VA,1843,1720,6352.00,5481.00,5860.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",VT,75,71,6125.00,5853.00,5856.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",WA,657,631,7910.00,6275.00,5858.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",WI,354,346,6692.00,5740.00,5845.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",WV,603,553,6154.00,4852.00,5834.00
5BHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 3,Service Severity Level 1",WY,86,68,6625.00,5854.00,5958.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",AL,34,34,5531.00,4811.00,5868.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",AR,38,37,6302.00,5146.00,5876.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",AZ,26,26,6242.00,5906.00,5870.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",CA,63,62,7798.00,7962.00,6011.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",CO,101,94,6886.00,6095.00,5971.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",CT,61,56,6157.00,6894.00,5971.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",DC,18,18,6622.00,6078.00,5863.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",FL,522,473,5798.00,5735.00,6036.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",GA,44,44,6922.00,5912.00,6181.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",IA,38,30,5465.00,5405.00,5892.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",ID,26,26,6023.00,5283.00,5848.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",IL,244,224,5692.00,5776.00,5811.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",IN,167,160,7093.00,5609.00,5914.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",KS,39,39,5936.00,5887.00,6172.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",KY,70,69,5742.00,5203.00,5881.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",LA,105,98,6155.00,4977.00,5849.00
5CFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 3, Functional Severity Level 1,Service Severity Level 1",MA,87,85,7191.00,6560.00,5949.00
