Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
679703,CREDENCE HOME HEALTH SERVICES INC,1701 N GREENVILLE SUITE 816,RICHARDSON,TX,75081,58,27,21.6,11.2,5.7,0.9,0.0,3.6,0.1,141569.00,177269.00,182246.00,0.1,,,73,13,14,,,17,,0,,0,,3.60,30,33,15,7,52,70,26,48,37,63,,63,15,52,7,19
679705,GOOD HOPE HEALTHCARE SERVICES LLC,3202 DELAFORD DRIVE,CARROLLTON,TX,75007,366,80,10.2,9.5,0.7,0.1,0.0,0.0,0.0,578513.00,708551.00,728772.00,0.0,,,62,39,41,12,68,,70,0,,0,,2.00,1,19,20,6,31,25,30,,41,61,,43,3,,8,4
679706,PATIENT CARE SPECIALISTS,3309 W ALBERTA RD,EDINBURG,TX,78539,157,65,14.4,10.2,3.7,0.1,0.4,0.0,0.1,362149.00,356747.00,433572.00,0.6,,,76,29,36,18,47,,0,0,59,0,,2.39,9,29,5,3,28,40,18,25,69,68,,68,20,74,6,12
679707,LAS PALMAS HEALTH SERVICES,205 WEST VILLAGE BLVD SUITE 3,LAREDO,TX,78041,58,47,16.2,12.1,3.7,0.0,0.0,0.4,0.0,125212.00,128053.00,159738.00,0.0,,,78,17,30,18,29,,0,0,46,0,,2.22,6,49,6,6,28,30,23,28,66,66,,72,36,,6,9
679708,PASSION 05 HEALTH SERVICES INC,8500 N STEMMONS FRWY SUITE 4025,DALLAS,TX,75247,181,51,13.3,10.0,1.9,0.6,0.0,0.8,0.0,380922.00,466364.00,474339.00,1.3,,,70,21,30,14,37,,35,0,,0,0,2.54,2,39,16,10,41,53,35,49,67,75,,49,18,,12,14
679710,PURITY HEALTH CARE INC,4615 SOUTHWEST FREEWAY STE 750,HOUSTON,TX,77027,150,52,14.7,7.7,5.1,0.6,0.0,1.2,0.1,545254.00,423309.00,432508.00,0.0,,,76,22,30,,,40,,0,,0,0,2.86,29,44,15,23,54,58,37,46,48,73,,71,10,69,12,15
679712,ALL CARE HOME HEALTH SERVICES,919 SLABAUGH ST SUITE B,MISSION,TX,78572,599,169,16.4,13.6,2.5,0.2,0.1,0.0,0.0,1232045.00,1429068.00,1598155.00,3.9,13,3901.00,71,73,96,26,143,14,0,0,155,0,0,2.53,8,35,9,7,37,46,31,47,72,,,,17,,7,19
679714,THE COLONY HEALTH SERVICES INC,13035 BATES LANE,STAFFORD,TX,77477,474,195,12.2,9.4,2.8,0.1,0.0,0.0,0.0,660995.00,1081127.00,1160194.00,0.0,11,4625.00,70,101,94,49,146,17,75,58,45,0,0,1.58,4,26,21,6,32,26,20,28,43,62,,,15,,10,6
679716,CORNERSTONE HOME HEALTH AGENCY,13615 NEUTRON ROAD,FARMERS BRANCH,TX,75244,119,29,19.8,8.8,1.4,0.4,0.0,9.2,0.0,231197.00,260896.00,270393.00,-0.5,,,70,,,,,,19,0,,0,0,3.82,14,38,31,14,66,59,31,62,66,,,66,7,,7,17
679718,MT ZION HOME HEALTH AGENCY LLC,1410 ROBINSON ROAD UNIT 200 BLDG A,CORINTH,TX,76210,337,90,11.4,7.9,0.2,0.0,0.0,3.3,0.0,422936.00,795497.00,814431.00,2.2,15,4772.00,68,55,35,41,49,11,74,0,,0,,2.21,2,29,19,9,44,36,54,51,66,64,,51,9,,11,10
679719,KAMCARE HOME HEALTH SERVICES LLC,171 OLD MILL CENTER,LIVINGSTON,TX,77351,615,234,16.1,8.7,3.1,0.2,0.0,4.1,0.0,1277329.00,1358817.00,1566121.00,0.6,21,6329.00,75,91,143,144,90,200,27,0,,0,,1.98,15,33,11,9,42,33,44,47,52,62,,57,16,64,6,11
679720,ATC HOME HEALTH LLC,20345 RIVER RIDGE DR,PORTER,TX,77365,727,297,16.3,11.2,2.7,0.6,0.2,1.6,0.1,1934140.00,1859526.00,1850398.00,2.6,39,12210.00,82,87,210,272,25,264,14,,12,,,2.14,24,67,6,8,49,42,30,54,42,59,,51,19,53,13,16
679721,VICTORY HOME HEALTH AND HOSPICE OF TEXAS,809 E GALLAGHER SUITE D,SHERMAN,TX,75090,203,59,16.3,7.4,0.8,0.2,0.1,7.8,0.0,395022.00,380638.00,438391.00,0.3,,,77,22,37,39,20,54,,,0,,,1.80,20,36,17,17,46,22,47,46,47,64,,51,10,56,3,12
679723,MAKAVIC HOME HEALTH LLC,1919 SOUTH SHILOH ROAD SUITE 525,GARLAND,TX,75042,69,23,12.4,9.3,0.0,0.0,0.0,3.1,0.0,101326.00,124029.00,127499.00,0.3,,,75,,,11,12,,15,0,,0,0,2.14,9,52,13,13,52,35,61,52,65,74,,48,22,65,9,9
679724,CARTER HEALTHCARE,4425 W. AIRPORT FREEWAY SUITE 145,IRVING,TX,75062,1056,353,13.7,6.0,7.1,0.3,0.2,0.0,0.0,2290459.00,3278000.00,3408528.00,0.0,140,47967.00,74,129,224,249,104,263,45,,38,,,2.11,17,40,14,11,40,39,36,68,44,72,,51,18,64,22,12
679725,SOUTHERN HOMECARE INC,10935 BEN CRENSHAW SUITE 215,EL PASO,TX,79936,319,110,22.2,10.2,4.8,0.8,0.2,6.2,0.0,1312774.00,804016.00,921712.00,1.0,,,76,45,65,54,56,28,,0,79,0,,2.55,11,39,11,12,32,47,22,43,67,64,,62,32,,8,11
679726,SERENITY HEALTHCARE SERVICES INC,101 SOUTHWESTERN BEND BLVD SUITE 212,SUGAR LAND,TX,77478,45,20,13.9,7.9,5.1,0.4,0.0,0.4,0.0,95036.00,137255.00,140240.00,0.0,,,74,,,,,,11,,,0,0,2.35,35,40,25,0,45,40,25,20,65,,,,0,70,5,15
679727,FORTUNE HEALTHCARE INC,2825 WILCREST SUITE 312,HOUSTON,TX,77042,215,87,16.5,8.8,3.4,0.8,0.1,3.4,0.1,537269.00,570756.00,578056.00,0.9,13,4653.00,76,33,54,47,40,44,,18,12,0,,2.93,17,38,17,14,53,52,34,55,52,74,,67,18,74,16,9
679728,XTRA-CARE HOME HEALTH INC,9894 BISSONNET SUITE 100-S,HOUSTON,TX,77036,110,34,13.4,8.8,3.3,1.1,0.0,0.2,0.0,223238.00,325321.00,332390.00,0.0,,,70,,,,,,13,0,12,0,,2.10,6,32,6,12,41,41,41,18,62,65,,38,9,,9,24
679729,MERIDA HEALTH CARE GROUP,4444 CORONA DRIVE # 212,CORPUS CHRISTI,TX,78411,478,197,13.2,8.8,1.9,0.8,0.4,1.2,0.0,946436.00,991899.00,1159637.00,0.7,37,11239.00,69,77,120,54,143,51,,,139,0,0,2.48,6,26,14,7,37,49,27,36,62,62,,49,17,69,8,5
679730,DYNASTY HEALTHCARE SERVICES INC,11735 BERRY MEADOW DRIVE,HOUSTON,TX,77071,303,142,14.1,8.4,5.7,0.0,0.0,0.0,0.0,639847.00,722370.00,761600.00,0.0,32,10623.00,61,68,74,40,102,30,102,0,,0,,1.65,2,15,29,7,29,18,22,50,50,59,,70,4,,28,4
679731,A BETTER HOMECARE,6250 WESTPARK SUITE 211,HOUSTON,TX,77057,61,22,23.8,15.5,2.0,2.1,0.0,4.2,0.0,146258.00,185772.00,175660.00,9.0,11,4301.00,70,,,,,,12,0,,0,0,2.29,9,36,32,5,36,41,27,55,50,,,36,23,59,5,9
679732,REGAL HEALTHCARE INC,4220 WILD PLUM DRIVE,CARROLLTON,TX,75010,111,29,10.0,9.1,0.2,0.0,0.0,0.6,0.0,128971.00,234406.00,244939.00,0.1,,,68,,,,,0,28,0,,0,,2.99,7,41,24,17,59,38,41,38,52,,,69,7,,3,14
679733,ALLEN CARE INC,13427 QUEENSLAND WAY,HOUSTON,TX,77083,91,25,18.7,11.1,4.7,0.1,0.0,2.8,0.1,230474.00,260411.00,264799.00,0.5,0,,70,,,,,,23,,0,0,0,1.73,4,20,28,4,32,36,44,20,56,48,,68,12,,4,12
679734,K AND J SUNSHINE HOME HEALTH CARE INC,111 W ANDERSON LANE SUITE E-346A,AUSTIN,TX,78752,152,40,12.3,8.7,1.0,0.4,0.2,2.0,0.1,196108.00,286899.00,299173.00,0.1,,,61,19,21,,,17,13,0,,0,,1.94,3,23,23,13,25,30,25,48,70,65,,25,13,28,40,13
679736,PREVAIL HOME HEALTH CARE LLC,12803 WIREVINE LN,HOUSTON,TX,77072,240,76,22.9,9.2,2.8,0.9,0.2,9.8,0.1,826629.00,623081.00,621204.00,2.7,15,4242.00,75,20,56,57,19,27,35,0,13,,,2.37,22,41,14,8,59,49,24,33,64,75,,72,11,64,5,14
679737,BIENVENIDOS HOME HEALTH CARE LLC,717 W HWY 83,MERCEDES,TX,78570,368,85,12.6,12.1,0.4,0.0,0.0,0.0,0.0,1042426.00,749651.00,830882.00,4.6,,,69,45,40,,,,0,0,80,0,,2.25,7,27,18,6,24,52,26,32,,73,,,18,,6,7
679738,FOUNTAIN OF LIFE HOME HEALTH LP,3004 NORTH CLOSNER STE B,EDINBURG,TX,78541,74,15,20.1,17.4,2.7,0.0,0.0,0.0,0.0,306997.00,179797.00,191520.00,8.2,,,74,,,,,,0,0,,0,0,3.26,27,47,20,0,73,47,40,33,73,67,,67,13,53,0,27
679739,PATIENCE HOME HEALTH SERVICES INC,999 E ARAPAHO ROAD SUITE 120,RICHARDSON,TX,75081,241,73,15.7,10.0,0.4,0.1,0.0,5.4,0.0,415727.00,548066.00,551569.00,3.9,,,64,38,35,24,49,12,58,0,,0,,2.01,3,16,16,3,38,26,33,41,45,66,,36,4,,25,8
679740,SUNLIGHT HOME HEALTH AGENCY INC,13313 SOUTHWEST FREEWAY SUITE 263,SUGAR LAND,TX,77478,128,46,10.1,8.6,1.2,0.2,0.0,0.0,0.0,267501.00,299083.00,305591.00,0.0,11,3445.00,69,15,31,17,29,,36,0,,0,0,2.31,7,28,13,11,28,30,22,43,57,54,,,4,74,9,2
679741,ADVANTAGECARE HOME HEALTH INC,35 FARM ROAD 250 SOUTH,HUGHES SPRINGS,TX,75656,413,136,15.4,10.9,2.5,0.4,0.1,1.4,0.0,1094346.00,941812.00,1102590.00,0.1,,,75,45,91,70,66,110,22,,0,,,2.07,17,39,20,15,52,42,51,60,47,60,,72,15,64,24,22
679743,TRIPLE AGI HOME HEALTH,1106 N  HWY 360 SUITE 410,GRAND PRAIRIE,TX,75050,110,26,12.9,8.8,1.0,0.0,0.1,3.0,0.0,209260.00,259006.00,272405.00,0.0,,,68,,,,,,23,0,,0,0,1.90,8,23,46,8,58,46,62,35,50,62,,65,27,69,4,8
679744,CONTINUITY CARE HOME HEALTH AGENCY LLC,1210 HAMBLEN ROAD SUITE 600,KINGWOOD,TX,77339,323,120,18.5,11.3,4.3,1.6,0.4,0.9,0.0,884128.00,1018508.00,1012594.00,2.7,13,4530.00,83,39,81,,,113,,0,,0,0,2.49,27,,8,9,44,43,38,64,40,49,,58,18,53,11,19
679745,DYNAMIC CARE HEALTH SERVICES INC,7447 HARWIN DRIVE STE 101,HOUSTON,TX,77036,295,94,12.7,8.8,3.9,0.0,0.0,0.0,0.0,598500.00,663892.00,678350.00,0.0,,,63,39,55,37,57,,83,0,,0,0,1.79,4,20,29,5,36,17,28,44,61,69,,69,7,,14,9
679746,LUXUR HEALTH SERVICES INC,5445 ALMEDA RD SUITE # 307,HOUSTON,TX,77004,120,35,20.8,9.2,11.5,0.0,0.0,0.0,0.0,376207.00,436328.00,445809.00,0.0,,,81,15,20,22,13,17,,,,0,0,2.66,20,23,11,9,57,63,11,31,66,63,,54,17,,6,17
679747,"ACE-ELLENT HEALTHCARE SERVICES, INC.","10701 CORPORATE DRIVE, SUITE #388",STAFFORD,TX,77477,32,13,12.2,9.3,2.1,0.7,0.0,0.1,0.0,55153.00,79560.00,81289.00,0.0,,,76,,,,,,,0,,0,0,5.00,23,46,15,0,46,46,15,38,,,,69,15,54,15,31
679748,VENTEX HOME HEALTH AGENCY  INC,10333 HARWIN DR SUITE 373,HOUSTON,TX,77036,54,20,14.0,9.6,3.8,0.6,0.0,0.0,0.0,161840.00,140799.00,143813.00,0.0,,,68,,,,,,13,,,0,0,3.02,0,30,10,5,45,50,20,25,70,65,,75,0,65,5,5
679749,THE PROVIDENCE HOME HEALTH SERVICES INC,11420 DAIRY ASHFORD RD SUITE #108,SUGAR LAND,TX,77478,810,324,17.1,8.4,5.0,0.3,0.2,3.2,0.0,1913848.00,2212940.00,2264111.00,0.0,55,18773.00,76,119,205,197,127,143,99,30,51,,,2.60,15,41,12,9,53,54,31,39,62,70,,71,14,69,11,17
679750,FRESNO HEALTHCARE SERVICES,10707 CORPORATE DRIVE SUITE 106,STAFFORD,TX,77477,335,125,13.5,9.1,4.2,0.1,0.0,0.2,0.0,7560.00,862807.00,899157.00,0.0,,,70,48,77,70,55,12,104,0,,0,,1.51,6,9,27,8,28,29,20,18,50,47,,50,7,,5,3
679752,HIGH POINT HOME HEALTH,1700 WEST GRIFFIN PARKWAY,MISSION,TX,78572,462,225,16.8,12.0,4.4,0.2,0.2,0.0,0.0,1618855.00,1144666.00,1307778.00,3.6,22,6282.00,73,99,126,83,142,47,,0,177,0,,2.54,11,25,14,11,29,46,28,30,60,,,59,26,,4,7
679754,MY HOME CARE LP,2107 VETERANS BLVD STE 4,DEL RIO,TX,78840,549,129,10.6,8.8,1.4,0.1,0.0,0.4,0.0,1037720.00,1082715.00,1220160.00,0.4,12,3386.00,77,43,86,59,70,43,,,80,0,0,2.45,16,35,11,10,48,51,26,38,,74,,68,16,,5,12
679755,MADONNA HEALTHCARE SERVICES INC,301 S 9TH STREET SUITE #116,RICHMOND,TX,77469,82,37,12.6,8.9,3.3,0.4,0.0,0.0,0.0,194763.00,191484.00,195651.00,0.0,,,67,18,19,13,24,,31,0,,0,0,1.65,8,16,14,8,41,27,24,24,51,68,,,5,,3,8
679756,TIMELESS HOME HEALTH INC,8506 OLD BROOK DRIVE,HOUSTON,TX,77071,67,35,11.7,8.7,3.0,0.0,0.0,0.0,0.0,150325.00,140124.00,143175.00,0.0,,,65,20,15,,,,33,0,0,0,,1.78,3,9,31,9,23,29,54,37,57,60,,66,9,,14,3
679758,CHRISTINE HEALTHCARE SERVICES INC,13313 SOUTHWEST FREEWAY SUITE #109,SUGAR LAND,TX,77478,580,196,10.3,9.1,1.2,0.1,0.0,0.0,0.0,1083351.00,1119112.00,1179706.00,0.0,35,13019.00,63,100,96,73,123,22,168,0,,0,,2.12,7,18,19,9,34,33,35,51,57,59,,63,5,72,15,10
679759,GBS HOME HEALTH LLC,605 NORTH MAIN STREET SUITE A,DONNA,TX,78537,172,43,15.6,14.1,1.3,0.2,0.0,0.0,0.0,514476.00,353451.00,382231.00,6.5,,,80,18,25,11,32,,0,0,36,0,,3.04,19,49,16,9,44,42,30,40,67,74,,65,21,60,9,14
679760,GUARDIAN ANGELS ATHOME CARE  INC,12300 FORD ROAD SUITE 200,DALLAS,TX,75234,394,102,20.7,11.4,2.0,0.5,0.0,6.8,0.0,1235146.00,998374.00,958314.00,8.2,11,3442.00,68,32,70,40,62,53,30,,18,0,,2.28,12,46,26,5,57,37,37,59,54,64,,56,15,68,15,7
679761,HOPE HOME CARE INC,703 BRIAR MEADOW COURT,KELLER,TX,76248,275,74,21.2,11.6,1.3,0.1,0.0,8.3,0.0,625304.00,621436.00,613531.00,5.4,,,70,23,51,21,53,30,32,,,0,,2.53,9,36,26,9,55,42,36,57,58,70,,64,12,,19,18
679762,ON CALL HOME HEALTH AND REHAB SERVICES,135 N COLLEGIATE DRIVE,PARIS,TX,75460,424,159,17.9,9.5,4.7,0.7,0.4,2.6,0.0,1096961.00,1035494.00,1219168.00,0.2,13,4284.00,79,54,105,120,39,141,15,0,,,0,2.11,25,31,6,14,59,45,37,36,41,64,,64,19,62,8,10
679763,FACE TO FACE HEALTHCARE SERVICES  LLC,2616 SOUTH LOOP WEST STE 300,HOUSTON,TX,77054,67,34,19.1,8.7,7.8,1.8,0.0,0.7,0.1,192256.00,224980.00,230168.00,0.8,,,69,12,22,17,17,11,17,0,,0,,3.88,12,35,29,0,47,62,35,41,65,74,,59,9,59,12,15
679764,TTI HOME HEALTH CARE,4635 SOUTHWEST FREEWAY SUITE 182,HOUSTON,TX,77027,214,86,21.5,6.6,8.6,0.4,2.2,3.7,0.1,630696.00,745784.00,759936.00,0.3,11,3560.00,78,41,45,74,12,71,,,,0,,2.15,17,60,8,10,35,40,17,56,45,55,,53,23,56,13,28
679765,COMCARE HEALTH SERVICES LLC,104 INDUSTRIAL BOULEVARD STE 207,SUGAR LAND,TX,77478,360,151,13.8,8.4,5.4,0.0,0.0,0.0,0.0,851950.00,903507.00,996780.00,0.0,22,8275.00,66,61,90,44,107,12,122,0,17,0,0,1.31,3,15,16,7,24,19,20,25,45,52,,52,5,73,5,3
679767,NEWMETRIC HOME HEALTH CARE INCORPORATED,9535 FOREST LANE SUITE 114,DALLAS,TX,75243,254,58,17.2,16.7,0.3,0.1,0.1,0.0,0.0,540118.00,622375.00,601333.00,8.1,,,67,20,38,12,46,,49,0,,0,0,3.04,3,28,19,7,62,53,24,57,,,,64,3,,14,17
679768,ACUTE HOME HEALTH CARE SERVICES,2915 S LANCASTER ROAD,DALLAS,TX,75216,412,117,18.8,9.6,1.4,0.3,0.1,7.3,0.1,995011.00,923802.00,919728.00,5.4,23,7069.00,73,42,75,51,66,24,88,,,0,,2.19,6,38,21,9,55,45,38,26,51,62,,53,8,,5,9
679769,INTEGRITY HOME CARE SERVICES INC,"2695 VILLA CREEK DRIVE, STE 105",DALLAS,TX,75234,245,107,10.5,8.2,0.3,0.0,0.0,1.9,0.0,372703.00,454155.00,467651.00,0.0,,,71,51,56,19,88,19,13,63,11,,,1.85,6,24,16,5,22,21,24,29,55,,,31,23,,10,7
679770,1ST PRECIOUS HOME HEALTHCARE AGENCY,2305 OAK LANE #214,GRAND PRAIRIE,TX,75051,115,31,21.7,11.7,1.6,0.4,0.1,7.8,0.0,244756.00,299487.00,295932.00,4.8,,,66,15,16,11,20,,18,0,,0,0,3.49,23,39,26,3,71,61,42,42,68,61,,48,3,,10,6
679771,FOREVER HOMEHEALTH INC,7100 REGENCY SQUARE SUITE 251,HOUSTON,TX,77036,56,21,24.3,8.8,5.3,1.6,0.0,8.5,0.1,181943.00,157100.00,160513.00,0.0,0,,83,,,,,11,,0,0,0,,2.15,24,48,24,5,57,43,33,33,43,,,71,24,,29,14
679772,ALPHA LINKS HEALTHCARE SERVICES,15502 ELM LEAF PLACE,CYPRESS,TX,77429,41,17,12.9,7.6,3.2,0.1,0.0,2.0,0.0,103550.00,105252.00,108315.00,0.0,0,,75,,,,,,15,0,0,0,,2.25,6,24,18,6,,41,41,53,35,65,,41,18,71,35,0
679773,BENEVOLENT CARE HEALTH SERVICES INC,21118 AMBER CROSSING,RICHMOND,TX,77406,260,71,24.9,11.7,10.4,0.3,0.0,2.5,0.0,928467.00,1089136.00,1017120.00,8.5,14,5280.00,81,20,51,51,20,45,,0,16,0,,2.13,14,39,13,17,42,30,25,31,34,62,,49,18,,10,18
679774,AXIS HOME HEALTH,120 N MESQUITE ST,SAN ANTONIO,TX,78202,1269,495,18.5,12.7,3.4,0.9,0.2,1.2,0.0,4134689.00,3511440.00,3588918.00,7.6,56,16834.00,76,216,279,337,158,263,36,,189,,,2.16,16,37,12,8,37,44,25,34,52,66,,47,14,50,10,8
679775,INHOME CARE,1802 NE LOOP 410 SUITE 510,SAN ANTONIO,TX,78215,156,50,12.2,10.5,1.0,0.2,0.1,0.5,0.0,227763.00,316433.00,349887.00,0.2,24,8490.00,73,20,30,25,25,22,,,18,0,,2.77,4,34,26,4,46,66,34,64,60,70,,66,6,70,12,10
679776,MY MORNING STAR HOME CARE INC,300 E NOLANA LOOP STE A,PHARR,TX,78577,1672,372,13.1,11.6,1.4,0.1,0.1,0.0,0.0,3299820.00,3669078.00,4113870.00,3.9,39,11802.00,73,173,199,57,315,23,0,,347,0,,2.15,8,38,23,5,32,35,20,39,72,,,72,22,,4,8
679777,A & M NURSING SERVICES LLC,302 W ADAMS AVE,HARLINGEN,TX,78550,236,55,19.5,11.8,1.6,0.2,0.0,5.9,0.0,717881.00,560789.00,606088.00,8.4,,,72,26,29,21,34,18,0,0,37,0,0,1.94,11,44,22,11,25,35,35,71,40,71,,49,22,47,25,4
679778,HEAVENLY HOST INC,2033 MILITARY PARKWAY SUITE 305 C,MESQUITE,TX,75149,142,59,20.8,11.0,4.7,0.0,0.0,5.2,0.0,304440.00,390255.00,395079.00,1.9,,,79,11,48,30,29,30,15,,12,0,,2.47,10,41,20,12,41,39,32,42,58,71,,51,19,,8,14
679779,AT HOME HEALTH CARE LLC,117 E  LOEB,EDINBURG,TX,78539,659,190,15.3,13.2,1.8,0.1,0.0,0.0,0.0,1528576.00,1507436.00,1656899.00,5.7,28,8312.00,73,87,103,26,164,14,0,,174,0,,2.75,9,39,8,7,43,44,34,48,72,,,,20,,5,12
679780,FAMILY AND FRIENDS HOME HEALTH CARE INC,300 WEST CANO SUITE B,EDINBURG,TX,78539,254,82,14.9,14.3,0.5,0.1,0.0,0.0,0.0,587093.00,573859.00,608327.00,8.7,12,3739.00,73,33,49,,,,0,0,78,0,,2.54,5,32,15,9,43,49,37,46,,,,,22,68,9,15
679781,VALLEYWIDE HOME CARE,805 WEST PRICE ROAD STE B4,BROWNSVILLE,TX,78520,95,56,20.6,16.5,3.1,0.7,0.1,0.0,0.1,338439.00,218883.00,255590.00,1.1,,,71,19,37,11,45,,0,,46,0,0,2.33,9,20,7,5,32,43,29,38,68,64,,59,16,54,4,23
679782,HOSPITAL AT HOME,508 WEST EXPRESSWAY 83,MCALLEN,TX,78501,108,23,13.7,12.8,0.6,0.2,0.1,0.0,0.0,222301.00,232447.00,256618.00,6.6,,,78,,,,,0,0,0,23,0,0,2.48,0,52,17,4,65,26,35,43,,,,,30,,9,0
679783,ROPHEKA HOMEHEALTH AGENCY,"1201 N WATSON ROAD, #297",ARLINGTON,TX,76006,132,55,17.7,8.1,0.5,0.0,0.0,9.0,0.0,378948.00,271601.00,281835.00,0.0,,,73,26,29,12,43,,,0,51,0,0,2.59,4,27,15,5,42,53,25,47,,,,62,31,,5,9
679784,KLARUS HOME CARE,6421 CAMP BOWIE BLVD SUITE 100,FORT WORTH,TX,76116,2795,1002,26.2,14.1,4.5,1.4,0.3,5.3,0.6,10692642.00,9710786.00,9438997.00,7.9,108,38814.00,77,374,628,757,245,823,89,,74,,,2.51,21,42,15,12,52,49,36,56,47,65,,57,15,61,8,13
679785,M & M ADVANCED HEALTHCARE INC,"4615 SOUTHWEST FREEWAY, SUITE 740",HOUSTON,TX,77027,124,49,14.4,7.3,5.3,0.4,0.0,1.2,0.2,272376.00,346140.00,353666.00,0.0,,,76,17,32,36,13,22,,0,24,0,,3.12,24,31,12,18,61,69,41,49,53,71,,71,18,61,6,14
679786,NATIONAL SENIOR CARE HOME HEALTH SERVICES,"6150 RICHMOND AVENUE, SUITE #214",HOUSTON,TX,77057,431,277,21.3,8.0,9.2,3.0,0.4,0.7,0.1,1386620.00,1712969.00,1737654.00,0.8,56,21097.00,80,101,176,236,41,206,36,11,18,,,2.01,21,56,10,13,44,43,24,57,40,61,,67,22,61,12,20
679787,JUBILEE HEALTH CARE INC,"7457 HARWIN DRIVE, #320",HOUSTON,TX,77057,87,30,14.7,8.4,4.8,0.1,0.0,1.1,0.2,203215.00,233068.00,242206.00,0.0,,,60,14,16,,,,25,0,,0,0,2.27,17,17,17,0,57,33,20,67,40,63,,73,7,63,10,27
679789,TIMELY CARE HOME HEALTH,1701 N GREENVILLE AVE STE 1105,RICHARDSON,TX,75081,87,35,21.3,9.1,4.4,0.2,0.0,7.5,0.1,278349.00,220598.00,227253.00,0.1,,,77,,,19,16,18,13,,,0,0,2.64,20,37,29,9,49,49,43,46,43,,,49,17,74,6,11
679790,THE FOUNTAINS HOME HEALTH AGENCY,7125 MARVIN D LOVE FRWY SUITE 302,DALLAS,TX,75237,96,29,8.5,5.7,0.1,0.0,0.0,2.7,0.0,143483.00,185448.00,191733.00,0.0,,,67,14,15,,,,23,0,,0,0,1.90,0,24,17,7,52,24,28,48,,66,,28,7,,10,3
679792,"FORTUNE HOME HEALTH, INC.",12808 W AIRPORT BLVD STE 222,SUGAR LAND,TX,77478,130,35,16.4,9.6,3.5,1.0,0.0,2.4,0.0,332123.00,332011.00,339036.00,0.1,,,68,15,20,,,,31,0,0,0,,2.18,9,43,26,9,51,29,43,40,49,43,,57,11,,26,11
679793,EPRIMETEC HEALTH SERVICES,21322 SPRINGBEND LN,KATY,TX,77450,51,15,20.7,11.1,5.3,0.2,0.0,4.1,0.0,181340.00,144025.00,147152.00,0.0,,,83,,,,,,,,,0,0,3.28,27,53,7,13,53,73,53,40,67,,,67,27,47,7,7
679794,IDEAL CARE PROVIDERS INC,1906 HICKORY GLEN DR,MISSOURI CITY,TX,77489,99,36,13.9,8.6,4.2,0.1,0.0,1.1,0.0,176231.00,268655.00,274501.00,0.0,,,75,15,21,17,19,,28,0,,0,0,3.09,14,28,33,6,56,58,36,17,50,61,,58,3,72,6,14
679795,PHYSICIAN PREFERRED HOME HEALTH SERVICES,1801 S 5TH STREET SUITE 117 C & D,MCALLEN,TX,78503,175,58,12.9,11.4,1.2,0.1,0.2,0.0,0.0,446329.00,387242.00,432477.00,5.4,15,4942.00,75,29,29,,,,0,0,55,0,,3.25,10,41,10,16,47,55,26,36,69,69,,,14,,2,10
679796,GRACE HEALTHCARE SERVICES INC,11311 HARWIN DRIVE SUITE 17,HOUSTON,TX,77072,235,103,14.6,8.6,6.0,0.0,0.0,0.0,0.0,564512.00,653787.00,681578.00,0.0,,,64,46,57,37,66,,99,0,,0,0,1.48,0,11,35,5,31,25,20,61,44,54,,74,2,,13,4
679798,BATHFOL HEALTH SERVICES INC,"8700 COMMERCE PARK DRIVE, SUITE #234",HOUSTON,TX,77036,405,206,13.0,10.3,2.7,0.0,0.0,0.0,0.0,791444.00,921577.00,986403.00,4.7,20,7614.00,72,88,118,38,168,17,35,,153,0,,1.88,4,37,12,8,29,26,20,34,67,71,,66,15,75,14,6
