HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MI,66,61,4809.00,4589.00,4892.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MO,16,12,5239.00,4424.00,4882.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",MS,11,11,4578.00,4008.00,4897.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",NC,14,14,5437.00,4384.00,4863.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",OH,52,48,5437.00,4759.00,5026.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",OK,62,59,5177.00,4136.00,4879.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",PA,28,26,5275.00,4817.00,5045.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",TN,16,16,4696.00,4171.00,4908.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",TX,252,215,5158.00,4788.00,5056.00
4CFL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 2",VA,26,25,4486.00,4853.00,4974.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",FL,91,88,4726.00,5941.00,5815.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",IL,84,71,4752.00,5346.00,5344.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",LA,12,12,4591.00,4371.00,5322.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",MI,22,22,5309.00,4996.00,5361.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",OH,37,35,5289.00,4961.00,5373.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",OK,16,16,5148.00,4582.00,5380.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",PA,12,12,6126.00,5230.00,5398.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",TX,109,103,5449.00,5132.00,5476.00
4CFM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 1,Service Severity Level 3",VA,11,11,5642.00,5527.00,5629.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",AL,385,363,4785.00,3733.00,4631.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",AR,133,121,4945.00,3845.00,4635.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",AZ,67,65,5070.00,4570.00,4617.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",CA,576,544,5631.00,6001.00,4787.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",CO,85,83,5448.00,4681.00,4696.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",CT,157,152,5145.00,5477.00,4740.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",DE,26,26,4937.00,4698.00,4585.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",FL,3212,2940,5668.00,5154.00,5061.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",GA,292,268,5058.00,4362.00,4772.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",IA,28,26,5126.00,4758.00,4945.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",ID,93,89,7651.00,5825.00,5516.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",IL,1637,1472,4656.00,4646.00,4618.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",IN,296,274,5341.00,4405.00,4646.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",KS,69,69,4547.00,4204.00,4677.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",KY,301,280,4629.00,4016.00,4639.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",LA,1023,939,4516.00,3853.00,4618.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MA,389,362,5812.00,5363.00,4754.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MD,120,113,5371.00,4520.00,4633.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",ME,41,38,4952.00,4537.00,4670.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MI,916,828,4738.00,4319.00,4615.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MN,43,39,5025.00,4860.00,4671.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MO,195,180,4950.00,4282.00,4661.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",MS,565,524,4543.00,3853.00,4622.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NC,191,187,4580.00,4169.00,4648.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NE,41,38,4621.00,4470.00,4684.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NH,31,30,5165.00,4662.00,4574.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NJ,108,107,5719.00,5201.00,4699.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NM,85,79,5422.00,4590.00,4742.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NV,180,156,5096.00,5245.00,4686.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",NY,317,294,6592.00,5526.00,4818.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",OH,461,429,4774.00,4262.00,4646.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",OK,1425,1236,4739.00,4039.00,4692.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",OR,39,39,6538.00,4993.00,4689.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",PA,463,437,5507.00,4459.00,4665.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",RI,38,36,5436.00,4973.00,4744.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",SC,121,115,4715.00,4174.00,4658.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",TN,919,824,4570.00,3848.00,4619.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",TX,5955,5065,5023.00,4448.00,4724.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",UT,137,124,7313.00,5463.00,5242.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",VA,315,305,4814.00,4207.00,4600.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",VT,18,18,5274.00,4629.00,4654.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",WA,71,68,6066.00,4992.00,4651.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",WI,39,39,5939.00,4799.00,4768.00
4CGK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 1",WV,101,94,4447.00,3825.00,4646.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",AL,346,326,4950.00,4193.00,5147.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",AR,156,142,5229.00,4259.00,5145.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",AZ,64,56,5720.00,5094.00,5164.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",CA,347,326,6072.00,6669.00,5310.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",CO,118,94,6576.00,5377.00,5336.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",CT,123,115,5273.00,6126.00,5257.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",DE,33,31,5486.00,5162.00,5187.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",FL,6762,5576,4656.00,5670.00,5511.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",GA,264,248,5529.00,4767.00,5233.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",IA,28,26,5182.00,4814.00,5193.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",ID,89,79,6347.00,5027.00,5346.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",IL,1371,1175,4959.00,5111.00,5114.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",IN,253,221,5164.00,4870.00,5127.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",KS,55,51,4751.00,4709.00,5187.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",KY,300,283,5152.00,4414.00,5141.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",LA,946,840,4801.00,4277.00,5128.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MA,316,290,5725.00,5857.00,5234.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MD,115,108,5984.00,5055.00,5179.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",ME,22,21,4767.00,4844.00,5033.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MI,641,588,5439.00,4808.00,5128.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MN,47,44,5607.00,5479.00,5197.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MO,211,185,4793.00,4699.00,5125.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",MS,585,508,4947.00,4253.00,5124.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NC,185,180,4713.00,4565.00,5126.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NE,27,24,4937.00,4930.00,5165.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NH,35,35,5023.00,5237.00,5159.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NJ,91,88,6145.00,5695.00,5183.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NM,94,79,5826.00,5040.00,5236.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NV,124,104,5611.00,6085.00,5311.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",NY,253,237,6637.00,5959.00,5292.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",OH,468,405,5285.00,4809.00,5206.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",OK,1743,1351,5110.00,4584.00,5278.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",OR,36,34,6244.00,5474.00,5160.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",PA,409,377,5989.00,5101.00,5224.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",RI,24,24,5435.00,5438.00,5199.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",SC,129,117,5120.00,4607.00,5148.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",TN,1044,929,4957.00,4291.00,5138.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",TX,5522,4502,5634.00,4996.00,5300.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",UT,143,117,7455.00,5652.00,5664.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",VA,282,266,5154.00,4755.00,5167.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",VT,15,15,6168.00,5677.00,5465.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WA,50,46,6895.00,5548.00,5166.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WI,35,32,5601.00,4947.00,5126.00
4CGL,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2",WV,84,80,4860.00,4179.00,5142.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AL,220,216,5436.00,4535.00,5602.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AR,104,100,5830.00,4695.00,5656.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",AZ,53,52,6011.00,5557.00,5596.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CA,229,222,6270.00,6850.00,5676.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CO,57,57,6349.00,5544.00,5687.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",CT,111,109,5651.00,6456.00,5665.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",DE,16,16,5685.00,5880.00,5676.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",FL,4401,3668,4595.00,5854.00,5856.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",GA,182,178,5676.00,5177.00,5748.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IA,22,21,5864.00,5481.00,5813.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",ID,47,42,6555.00,5289.00,5748.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IL,657,588,5366.00,5638.00,5633.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",IN,171,165,5828.00,5304.00,5635.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",KS,50,48,5415.00,5506.00,5906.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",KY,148,147,5552.00,4841.00,5632.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",LA,432,409,5091.00,4684.00,5610.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MA,198,190,6266.00,6381.00,5708.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MD,74,72,6631.00,5817.00,5827.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",ME,32,32,5159.00,5469.00,5692.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MI,331,318,6298.00,5277.00,5646.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MN,24,21,5207.00,6028.00,5708.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MO,105,104,5565.00,5147.00,5610.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",MS,247,228,5543.00,4666.00,5614.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NC,130,129,5112.00,5042.00,5646.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NE,26,23,4786.00,5402.00,5650.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NH,31,30,6096.00,6027.00,5819.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NJ,66,64,6814.00,6300.00,5688.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NM,41,37,5801.00,5325.00,5647.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NV,76,74,6749.00,6902.00,5972.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",NY,148,145,8056.00,6854.00,5900.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OH,323,301,5514.00,5193.00,5674.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OK,633,552,6581.00,5857.00,6256.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",OR,16,15,8816.00,6087.00,5700.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",PA,270,258,6422.00,5439.00,5660.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",RI,32,31,5291.00,5836.00,5684.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",SC,73,72,5455.00,5070.00,5674.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",TN,488,451,5254.00,4699.00,5635.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",TX,2840,2534,5994.00,5368.00,5761.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",UT,71,68,8067.00,5887.00,5969.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",VA,167,163,5459.00,5148.00,5637.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WA,53,53,7282.00,6063.00,5627.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WI,15,15,6148.00,5574.00,5691.00
4CGM,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3",WV,80,75,5152.00,4768.00,5643.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AL,135,124,5107.00,4098.00,5031.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AR,42,38,5170.00,4359.00,5040.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",AZ,40,36,5419.00,4969.00,5044.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CA,268,255,6140.00,6314.00,5126.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CO,47,43,6716.00,5736.00,5433.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",CT,64,55,4766.00,5854.00,5086.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",DE,18,17,6745.00,5611.00,5192.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",FL,936,874,5966.00,5271.00,5341.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",GA,123,118,5013.00,4484.00,5006.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IA,13,12,6069.00,5156.00,5334.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",ID,25,22,7623.00,5143.00,5341.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IL,515,473,5205.00,5048.00,5016.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",IN,107,93,5623.00,4841.00,5101.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",KS,28,26,7052.00,6335.00,6079.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",KY,94,86,5542.00,4367.00,4988.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",LA,278,259,4912.00,4198.00,5017.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MA,106,98,5875.00,5746.00,5130.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MD,75,71,6255.00,5065.00,5124.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",ME,18,14,5377.00,4994.00,5185.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MI,358,335,5014.00,4670.00,4997.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MN,28,25,5660.00,5502.00,5137.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MO,65,64,5435.00,4553.00,5010.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",MS,156,144,5202.00,4215.00,5042.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NC,93,87,4583.00,4527.00,5057.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NH,14,14,6480.00,5618.00,5331.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NJ,78,73,5762.00,5424.00,5087.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NM,47,41,5195.00,4782.00,5038.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NV,69,69,5777.00,5602.00,5035.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",NY,164,145,7908.00,6355.00,5348.00
4CHK,"Late Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1",OH,173,158,5079.00,4639.00,5029.00
