Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
679413,SEA CREST HOME HEALTH,1521 W MARKET ST STE C,ROCKPORT,TX,78382,344,114,25.1,17.9,2.8,0.5,0.0,3.9,0.0,1061337,890795,937981,7.4,12,2727,77,45,69,89,25,96,,0,15,0,,2.23,29,41,7,12,56,39,43,45,59,68,,57,10,54,4,11
679415,BORDER HOME CARE OF EL PASO,"414 EXECUTIVE CENTER BOULEVARD, SUITE 110",EL PASO,TX,79902,127,47,20.2,12.3,2.8,0.8,0.2,4.0,0.0,341656,302650,338295,3.8,,,77,19,28,27,20,14,,0,31,0,,2.61,15,34,15,2,51,38,21,15,47,60,,57,15,55,4,4
679416,GENESIS HOME CARE,8323 SOUTHWEST FREEWAY SUITE 100,HOUSTON,TX,77074,229,92,12.1,7.9,1.6,0.1,0.0,2.4,0.0,379603,523780,526015,1.8,29,10947,72,35,57,44,48,24,56,,11,0,,2.51,10,48,15,13,41,41,30,40,52,68,,52,15,50,21,20
679417,TEXAS HEALTH QUEST INC,4203 WOODCOCK DRIVE SUITE #200,SAN ANTONIO,TX,78228,374,167,24.4,16.4,3.4,0.5,0.4,3.5,0.2,1589382,1137012,1142630,8.9,19,6136,79,57,110,137,30,106,,,43,0,,2.21,20,37,16,14,46,46,29,30,56,66,,57,18,65,7,12
679419,EVERLASTING HOME HEALTH CARE INC,45 NORTHEAST LOOP 410  SUITE #115,SAN ANTONIO,TX,78216,807,202,16.0,7.1,0.8,0.4,0.0,7.7,0.0,1361510,1606265,1810066,0.7,38,10243,77,76,126,128,74,30,149,0,23,0,0,2.41,8,39,17,8,37,50,24,36,54,66,,56,11,67,13,14
679420,TRINITY HOME HEALTHCARE SERVICES,303 SOUTH MAIN STREET,COPPERAS COVE,TX,76522,383,111,12.5,8.4,1.4,0.4,0.1,2.2,0.0,854884,733739,804380,0.2,17,4982,75,45,66,66,45,50,38,,21,0,,2.18,10,20,19,10,45,39,36,31,59,68,,62,14,59,7,9
679422,3M HEALTHCARE SERVICES,10615 ROCKLEY ROAD,HOUSTON,TX,77099,365,157,20.8,8.0,6.2,2.0,0.1,4.4,0.1,1555584,1110158,1133858,0.5,29,9078,75,50,107,96,61,58,37,18,41,,,2.84,17,27,14,13,46,46,27,25,48,65,,62,22,54,6,12
679423,AQTS HOME HEALTH,2929 MOSSROCK DRIVE   STE 200,SAN ANTONIO,TX,78230,422,294,25.2,11.2,6.8,2.8,0.8,3.5,0.0,1440449,1503668,1593036,4.1,41,15200,74,127,167,233,61,175,16,,94,0,,2.03,13,33,20,12,31,41,22,39,47,61,,47,19,53,7,12
679424,INNOVATIVE SENIOR CARE HOME HEALTH,417 LIVE OAK WAY,SAN ANTONIO,TX,78240,601,343,29.6,20.5,4.9,3.8,0.4,0.4,0.0,2878309,2330759,2324417,8.9,54,14741,85,104,239,325,18,290,,,40,0,,1.89,19,69,12,12,53,40,27,48,37,66,,61,31,58,19,15
679425,PRECIOUS HEALTH CORP,12225 GREENVILLE AVENUE SUITE 480,DALLAS,TX,75243,77,22,17.6,8.3,2.9,0.3,0.0,6.1,0.0,173088,177046,182037,0.0,,,75,,,,,,,,,0,,2.63,9,27,23,14,64,50,32,23,64,,,55,5,59,5,5
679427,AMERICAS MEDICAL TEAM INC,123 HOLMAN,SAN ANTONIO,TX,78228,74,23,33.9,30.7,0.7,0.0,0.0,2.6,0.0,438525,163831,165792,8.3,,,75,,,,,,,0,21,0,0,3.78,9,26,35,13,74,52,39,39,74,,,70,30,70,4,17
679428,ENCOMPASS HOME HEALTH OF DFW,2815 EXCHANGE BOULEVARD SUITE 400,SOUTHLAKE,TX,76092,2486,1323,23.6,12.8,5.8,1.6,0.9,2.5,0.1,12462165,9637941,9248335,8.1,133,45643,77,397,926,1135,188,1107,117,16,73,,,2.14,17,40,15,13,42,41,28,54,42,69,,52,24,70,7,12
679429,ANGELS CARE HOME HEALTH OF SAN ANGELO,1002 S ABE STREET STE B,SAN ANGELO,TX,76903,1426,445,14.4,10.9,2.5,0.2,0.3,0.4,0.0,2672387,3256240,3675360,3.7,72,20967,78,141,304,311,134,360,19,,63,0,,2.25,20,29,16,11,49,41,35,40,48,56,,62,20,62,7,10
679430,HEALING ANGEL HEALTH CARE INC,415 S INTERNATIONAL BLVD STE 2,WESLACO,TX,78596,302,67,14.3,12.5,1.0,0.2,0.0,0.6,0.0,543880,660573,734155,2.4,,,76,30,37,11,56,,0,0,59,0,,3.10,10,61,9,10,46,54,46,57,,,,,27,,7,9
679431,INFINITE CARE HOME HEALTH INC,803 SOUTH CEDAR RIDGE,DUNCANVILLE,TX,75137,389,139,19.5,10.0,3.4,1.8,0.1,4.1,0.0,1164796,1075736,1103805,0.2,28,9661,78,38,101,112,27,116,18,0,,0,,2.24,16,40,17,13,57,42,37,43,41,62,,49,18,73,5,11
679432,ENCOMPASS HOME HEALTH OF EAST TEXAS,5204 NORTH STREET,NACOGDOCHES,TX,75965,181,117,17.0,7.8,5.8,1.9,0.1,1.4,0.0,677440,540831,631336,0.0,,,76,45,72,96,21,106,,0,,0,0,1.59,14,39,16,15,38,32,23,44,44,55,,56,16,73,4,10
679433,TOPMAK HEALTH CARE SERVICES INC,9911 LAKE JUNE RD STE C,DALLAS,TX,75217,154,40,20.4,14.9,1.2,0.0,0.0,4.3,0.0,590058,386750,362445,8.8,,,68,12,28,,,,23,,,0,0,2.68,5,30,10,0,40,48,25,43,68,,,53,10,70,15,0
679434,ST FRANCIS HEALTH CARE SERVICES INC,9888 BISSONNET SUITE #370,HOUSTON,TX,77036,22,18,18.1,13.1,3.7,1.3,0.0,0.0,0.0,52875,66708,68049,0.0,,,67,,,,,,,0,0,0,0,2.97,17,39,33,6,61,67,39,39,50,67,,72,11,50,0,17
679436,SUNRISE HEALTH CARE SERVICES LTD,2516 BUDDY OWENS AVENUE,MCALLEN,TX,78504,722,195,12.4,10.6,1.9,0.0,0.0,0.0,0.0,1286088,1522523,1727646,0.3,24,7229,78,50,145,36,159,19,0,,175,0,,2.19,12,35,14,8,33,46,21,38,63,,,67,30,,7,4
679438,CHRISTIAN QUALITY HOME HEALTH CARE INC,113 E PORTE CT,HARLINGEN,TX,78550,805,180,18.3,15.0,0.7,0.1,0.1,2.4,0.0,1422473,1821267,1882934,9.0,23,5808,78,55,125,27,153,20,0,0,160,0,0,2.56,14,36,9,9,39,56,26,43,67,,,71,28,,7,6
679440,TSI HOME HEALTH CARE INC,9700 RICHMOND AVENUE STE 108,HOUSTON,TX,77042,51,18,17.1,9.4,7.3,0.4,0.0,0.0,0.0,205350,169348,172788,0.0,,,66,,,,,,15,0,,0,0,1.54,6,11,6,0,22,17,39,33,39,39,,44,0,67,17,11
679441,HANSON HEALTH SERVICES INC,7155 OLD KATY ROAD SUITE N 270,HOUSTON,TX,77024,96,65,11.3,7.8,3.5,0.0,0.0,0.0,0.0,200715,215522,240825,0.0,,,77,31,34,,,,11,0,52,0,,1.76,2,34,11,5,23,29,15,31,63,71,,65,18,,2,9
679442,AFFINITY HOME HEALTH CARE,3315 BURKE ROAD SUITE 204,PASADENA,TX,77504,358,100,19.3,8.2,8.0,1.1,0.0,1.8,0.1,1764000,1301624,1327897,0.0,11,3661,82,26,74,73,27,82,,0,16,0,,2.51,26,54,29,11,62,48,35,49,46,55,,72,24,,12,20
679443,TILTON HEALTHCARE INC,3210 CHERRY CREEK DR,MISSOURI CITY,TX,77459,383,120,15.5,8.0,4.8,0.7,0.0,1.9,0.0,1187945,999398,1054483,0.1,23,7854,69,59,61,49,71,19,85,0,16,0,0,2.05,5,23,16,9,34,27,26,44,65,64,,59,6,,20,8
679444,APPLESOFT HOMECARE SVC LLC,1201 N WATSON SUITE #200,ARLINGTON,TX,76006,208,69,23.8,16.8,2.8,0.6,0.0,3.5,0.0,702970,661812,632697,9.0,14,3391,75,21,48,32,37,39,18,0,11,,,2.71,23,32,29,7,62,46,62,62,52,74,,59,10,67,7,6
679445,FAMILY CONNECTIONS HOME HEALTH CARE,4927 LAKE RIDGE PARKWAY SUITE 140,GRAND PRAIRIE,TX,75052,147,32,18.5,14.9,0.3,0.0,0.0,3.3,0.0,377822,359167,342910,7.8,,,70,,,11,21,,17,,,0,0,2.62,3,31,31,3,,31,41,41,69,66,,69,9,75,16,9
679446,DEVOTION HEALTH CARE SERVICES INC,8300 BISSONNET SUITE 375,HOUSTON,TX,77074,51,17,16.7,8.4,8.3,0.0,0.0,0.0,0.0,130200,162690,166000,0.0,0,,62,,,,,,16,0,0,0,,1.73,0,24,12,12,18,35,29,35,53,,,35,6,71,6,6
679447,AXIS CARE GROUP HOME HEALTH SERVICES INC,4800 SUGAR GROVE BLVD SUITE 625,STAFFORD,TX,77477,414,146,21.5,12.0,4.9,0.7,0.2,3.6,0.1,872254,1360139,1301125,6.6,19,5228,75,61,85,114,32,80,35,,22,0,,2.32,12,31,7,13,34,42,18,36,48,57,,55,11,52,7,14
679448,JACYS HOME HEALTHCARE PLUS INC,2639 WALNUT HILL LANE SUITE 232,DALLAS,TX,75229,81,27,11.5,8.8,1.2,0.5,0.1,0.9,0.0,114300,174661,180113,0.0,0,,70,12,15,,,,19,0,,0,0,2.46,4,30,33,0,41,41,33,37,59,63,,48,7,63,11,7
679449,DESTINY CARE SERVICES INC,7211 REGENCY SQUARE BOULEVARD SUITE 101,HOUSTON,TX,77036,214,82,14.6,8.1,3.3,0.5,0.0,2.8,0.0,539589,514674,520282,1.0,35,11107,67,34,48,26,56,11,56,0,14,,,3.19,4,29,23,4,44,43,24,41,61,72,,70,6,,22,13
679450,ULTIMATE HOME HEALTH SERVICES,10103 FONDREN #370,HOUSTON,TX,77096,68,19,12.7,7.8,1.8,0.5,0.0,2.5,0.1,101060,156518,159694,0.0,,,73,,,,,,11,,,0,0,2.13,16,26,21,11,58,74,37,53,,53,,42,16,53,11,16
679451,A & C HEALTH SERVICES,10103 FONDREN RD #200,HOUSTON,TX,77096,268,90,14.2,10.3,2.8,0.0,0.0,1.1,0.0,573067,588691,599723,0.2,,,68,31,59,19,71,0,45,,43,0,,2.43,7,28,28,2,31,31,21,33,57,63,,58,13,73,19,8
679452,AMAZING GRACE HOME HEALTH AGENCY INC,705 SOUTH MILL STREET STE 105,LEWISVILLE,TX,75057,135,65,14.1,7.7,4.1,1.3,0.1,0.8,0.0,354221,376748,391689,0.1,20,5816,68,16,49,20,45,25,13,,26,0,,1.96,8,22,22,3,37,40,35,48,54,58,,55,12,65,12,5
679453,DEVINE HOME HEALTH AGENCY,800 WEST AIRPORT FREEWAY SUITE 514,IRVING,TX,75062,100,25,17.4,9.8,0.2,0.2,0.0,7.2,0.0,206910,188562,196116,0.1,,,76,,,12,13,0,19,,,0,0,2.08,8,8,4,8,44,28,24,20,60,60,,32,8,,4,8
679454,ALL ABOUT HOME CARE INC,427 WEST 20TH STREET SUITE 601,HOUSTON,TX,77008,322,95,18.5,8.0,9.1,0.0,0.0,1.2,0.1,1015339,1093916,1113959,0.2,14,4544,73,32,63,31,64,34,27,,27,0,,2.63,9,39,13,8,42,45,24,44,57,65,,59,15,,9,13
679455,NNBS HEALTH CARE SERVICES INC,6001 SAVOY DRIVE SUITE 205,HOUSTON,TX,77036,407,148,14.8,8.3,4.6,0.0,0.0,1.9,0.0,667941,969295,991422,0.0,27,6081,64,68,80,55,93,,137,0,,0,0,2.18,3,17,25,7,27,26,26,41,56,60,,60,3,,13,5
679456,C N E HOME HEALTH SERVICES INC,17171 PARK ROW SUITE 120,HOUSTON,TX,77084,296,92,23.2,12.3,5.1,1.3,0.2,4.2,0.1,1022937,934277,903499,5.1,13,4911,78,36,56,60,32,49,25,,11,0,,2.14,10,46,15,11,38,32,25,40,52,52,,52,15,60,9,9
679459,VITALCARE HEALTH SERVICES,3956 BLUEBONNET DRIVE,STAFFORD,TX,77477,163,51,10.9,7.9,2.0,0.0,0.0,0.9,0.1,430151,367354,381945,0.0,,,71,18,33,15,36,,41,0,,0,0,1.97,4,22,24,2,45,31,31,51,45,61,,69,8,,14,8
679461,TEXAS STATE HEALTHCARE,2601 G CARTWRIGHT ROAD,MISSOURI CITY,TX,77459,441,186,15.5,9.0,3.5,0.6,0.1,2.2,0.0,1824036,1045788,1191715,0.3,37,11916,75,80,106,111,75,97,35,,50,0,,2.54,17,39,7,6,52,39,27,41,56,72,,69,18,51,9,12
679462,TOTAL HOME HEALTH BEAUMONT,2825 IH-10 EAST SUITE 125,BEAUMONT,TX,77702,261,93,14.3,8.8,2.7,1.2,0.3,1.2,0.1,550683,615386,702034,0.4,23,6798,76,34,59,69,24,64,24,0,,0,,2.46,23,39,11,12,55,51,29,34,56,74,,56,13,52,9,16
679463,COMMUNITY REHAB OF CORPUS CHRISTI INC,601 TEXAN TRAIL SUITE 101,CORPUS CHRISTI,TX,78411,50,40,22.2,6.2,14.9,0.0,0.0,1.1,0.0,193490,205182,220808,5.5,0,,75,20,20,,,28,,,,0,0,2.05,20,10,10,15,35,38,18,25,48,65,,60,28,60,3,8
679465,PALM VALLEY HEALTH CARE II,901 REDBUD SUITE 8-A,MCALLEN,TX,78504,1122,407,18.4,15.2,2.2,0.4,0.1,0.4,0.0,2929952,2900439,3061344,7.6,70,20455,76,143,264,102,305,60,,,344,0,,2.92,17,43,13,11,49,49,36,40,73,,,,21,,7,14
679466,ANGELS OF MERCY HOME HEALTH LLC,1000 E EXPRESSWAY 83 SUITE 2,LA JOYA,TX,78560,498,137,17.9,13.6,2.5,0.2,0.2,1.5,0.0,1871331,1257010,1340395,6.6,,,74,54,83,24,113,,0,0,129,0,,3.02,12,45,12,6,42,55,35,33,,,,,23,,2,12
679468,ALL AMERICAN HOME CARE,2904 NORTH 4TH ST SUITE 103,LONGVIEW,TX,75605,573,217,16.4,9.1,3.9,1.1,0.4,1.8,0.0,1313898,1375189,1583165,0.2,35,10164,77,72,145,149,68,184,28,0,,,0,2.32,15,41,18,10,47,41,41,53,44,66,,53,12,74,13,11
679469,COUNTRY HOME HEALTH LLC,204 E COLLEGE AVE,MASON,TX,76856,410,123,16.5,10.7,1.3,0.0,0.1,4.4,0.0,972424,808466,938755,0.5,,,80,40,83,93,30,112,0,0,11,0,0,1.42,15,19,16,10,30,33,18,37,32,50,,45,19,54,2,10
679470,OUR ANGEL HOME HEALTH,6080 SURETY DRIVE SUITE 215,EL PASO,TX,79905,333,165,22.2,10.0,7.1,0.5,0.6,3.9,0.1,1121467,1018080,1141587,3.0,23,7344,75,54,111,71,94,38,,,122,0,0,2.45,11,32,11,12,38,39,22,35,61,67,,52,20,65,7,8
679471,SAN MARTIN NURSING SERVICES LLC,9800 NORTHWEST FREEWAY SUITE 502,HOUSTON,TX,77092,336,79,12.4,9.8,0.4,0.0,0.0,2.2,0.0,573021,754595,758832,1.4,,,79,26,53,17,62,,,0,69,0,0,2.97,19,39,8,9,47,47,20,28,75,72,,,16,58,9,13
679472,TRINITY INSPIRED HOME HEALTH CARE AGENCY,8035 E R L THORNTON FREEWAY SUITE #619,DALLAS,TX,75228,159,36,18.8,9.4,0.3,0.1,0.0,9.0,0.0,303233,317917,309669,5.6,,,72,15,21,15,21,,30,0,,0,0,2.29,6,28,17,14,47,42,28,25,61,,,39,11,,8,14
679473,US HOME HEALTH CARE INC,117 W BEDFORD EULESS ROAD,HURST,TX,76053,430,108,16.5,12.1,2.0,1.2,0.0,1.2,0.0,1054106,1245659,1189375,8.2,11,3233,70,35,73,44,64,33,63,0,12,0,0,2.67,17,31,17,8,52,45,39,41,58,,,56,14,73,17,7
679474,GILEAD HOME HEALTH,8011 B CAMERON ROAD SUITE 200,AUSTIN,TX,78754,565,168,17.3,12.4,3.4,0.5,0.2,0.6,0.1,1867034,1691150,1698201,3.0,19,6182,74,71,97,70,98,72,39,,52,0,,2.41,14,37,24,8,46,41,18,49,52,62,,65,11,63,8,9
679475,GLOBAL NURSING SERVICES INC,6801 MCPHERSON SUITE 221,LAREDO,TX,78041,535,157,16.9,10.5,5.6,0.0,0.0,0.7,0.0,2234712,1304154,1587962,3.4,40,9029,80,46,111,64,93,17,0,0,140,0,0,2.25,8,43,6,6,41,26,52,13,55,60,,,32,,1,9
679476,HHN HEALTHCARE LLC,900 E REDBUD BLDG 17,MCALLEN,TX,78504,368,123,19.7,14.4,3.4,0.1,0.2,1.4,0.0,1120840,951211,1020355,5.7,12,3815,70,51,72,32,91,18,0,,104,0,,2.87,16,33,13,6,40,52,37,39,68,,,62,23,,3,9
679477,PERPETUAL HEALTH HOMECARE INC,8311 A WINDFERN RD,HOUSTON,TX,77040,229,58,20.2,8.1,10.4,0.0,0.0,1.7,0.0,887601,753822,784280,0.0,,,80,20,38,38,20,30,11,11,,0,,1.95,14,41,12,5,47,33,17,17,41,59,,50,17,64,10,12
679478,GOOD SAMARITAN HOME HEALTH CARE INC,9550 SKILLMAN ST SUITE #320,DALLAS,TX,75238,163,32,12.9,8.9,1.5,0.5,0.0,2.1,0.0,413525,364837,375831,0.0,,,71,,,,,,30,,0,0,0,2.80,13,22,47,9,47,50,72,38,56,75,,53,6,,13,13
679479,FOUNTAIN HOME HEALTH,9127 MAGNOLIA VIEW,HOUSTON,TX,77099,321,111,13.7,9.4,3.8,0.2,0.0,0.3,0.0,571847,800572,848358,0.0,12,3811,68,39,72,25,86,,51,,49,0,0,1.57,7,14,10,7,29,22,14,39,50,59,,63,5,70,5,5
679480,EMASON HEALTHCARE SERVICES,15825 BELLAIRE BLVD SUITE D,HOUSTON,TX,77083,73,19,9.1,8.7,0.3,0.0,0.0,0.0,0.0,100750,142225,145114,0.0,,,77,,,,,,,11,,0,0,1.70,5,21,11,0,21,26,16,16,58,68,,26,32,74,0,5
679481,AFFORDABLE HOME HEALTH,12115 SELF PLAZA,DALLAS,TX,75218,338,101,14.0,8.8,1.9,0.5,0.1,2.7,0.0,693588,803352,825479,0.5,24,8470,72,31,70,47,54,43,36,,19,0,,2.16,13,40,10,11,50,41,29,44,51,69,,45,19,71,13,15
679482,BLESSINGS HOME HEALTH AGENCY,3149 NORTH US HIGHWAY 67 SUITE C,MESQUITE,TX,75150,120,46,21.8,8.4,2.3,0.7,0.2,10.2,0.0,313098,295802,304121,0.3,,,74,31,15,35,11,20,21,0,,0,,1.93,9,20,15,13,24,39,26,26,59,61,,39,7,54,9,11
679485,ACCOLADE HOME CARE,5201 INDIANA AVE # 200 CENTRAL,LUBBOCK,TX,79413,4567,1516,19.7,9.4,4.1,0.9,0.3,5.0,0.0,11460554,14221860,15032479,6.5,297,88783,80,516,1000,1096,420,1147,67,,293,,,2.00,16,40,13,12,51,38,30,50,41,51,,69,24,69,9,9
679486,CONCORD HOME HEALTH SERVICES LLC,2907 MEDLIN DRIVE,ARLINGTON,TX,76015,110,25,22.8,12.1,3.3,0.8,0.0,6.5,0.0,325610,317979,306727,7.3,,,76,,,,,11,12,0,,0,,3.02,20,48,28,4,56,40,36,44,72,60,,60,4,68,0,12
679487,FAVORITE HOME HEALTH CARE LLC,9555 LEBANON SUITE # 504,FRISCO,TX,75035,180,40,20.3,13.8,2.9,0.3,0.0,3.2,0.0,491306,614154,580118,8.0,,,75,,,12,28,,24,,,0,0,2.71,10,40,8,10,68,48,23,30,55,68,,40,13,58,8,8
679488,RESCARE HOMECARE TANGRAM,3429 EXECUTIVE CENTER DRIVE STE 109,AUSTIN,TX,78731,25,14,21.0,9.2,5.2,2.7,0.0,3.9,0.0,62575,69310,71226,0.3,,,81,,,,,12,0,0,,0,,1.54,36,64,7,14,43,43,7,36,29,50,,36,7,50,21,21
679489,IN HOME CARE,6850 MANHATTAN BLVD 510,FORT WORTH,TX,76120,423,110,15.8,8.9,0.7,0.2,0.0,6.0,0.0,610631,846203,866159,2.0,28,8732,74,31,79,34,76,43,53,0,14,0,0,2.63,9,36,18,8,59,48,32,39,65,65,,56,11,67,8,17
679490,TORRES HOME HEALTH SERVICE L C,5415 SPRINGFIELD SUITE 3 A & B,LAREDO,TX,78041,838,248,16.4,13.0,3.1,0.0,0.0,0.2,0.0,1719221,2107420,2481850,5.5,24,7587,74,91,157,74,174,28,,,216,0,0,2.54,10,25,23,4,36,35,19,38,,,,70,19,61,8,16
679491,AMISTAD HOME HEALTH INC,5702 MCPHERSON STE 8B,LAREDO,TX,78041,496,169,18.2,11.6,6.2,0.3,0.1,0.0,0.0,1370911,1270752,1517871,2.4,,,76,83,86,53,116,13,,0,153,0,,1.71,5,25,10,7,24,21,21,27,57,70,,65,23,,5,11
679493,EVANGEL HOME CARE SERVICES,7155 OLD KATY RD SUITE #S210,HOUSTON,TX,77024,348,89,16.9,9.4,1.6,0.2,0.0,5.7,0.0,557877,782706,776445,2.7,13,4405,73,22,67,36,53,20,68,0,,0,,2.41,3,27,11,6,40,34,24,20,52,52,,51,9,,8,6
679494,STANDARD HOME HEALTHCARE,8700 COMMERCE PARK DRIVE SUITE 250,HOUSTON,TX,77036,376,144,17.3,8.3,5.6,0.2,0.0,3.3,0.0,985777,1018748,1058493,0.2,13,5300,71,50,94,64,80,27,105,0,11,,,1.75,8,23,20,8,34,29,19,36,46,53,,67,7,,11,8
679496,YOUR HEALTH TEAM,1512 FM 2727,KAUFMAN,TX,75142,1048,294,22.1,10.1,2.9,2.3,0.1,6.6,0.2,2696086,2770053,2865486,0.3,26,7085,80,98,196,252,42,267,17,,,0,,2.01,24,39,11,13,50,35,32,51,40,68,,56,16,63,7,8
679498,PHOENIX HEALTHCARE SERVICES INC,17314 STATE HIGHWAY 249 SUITE 288,HOUSTON,TX,77064,1458,582,28.5,8.7,10.4,1.6,1.0,6.7,0.2,5553959,5646557,5743155,0.3,76,26649,78,223,359,465,117,425,87,19,42,,,2.46,22,41,10,13,46,47,31,28,49,72,,63,17,53,10,17
679499,CARE AND COMFORT HOME HEALTH,7850 PARKWOOD CIRCLE DRIVE SUITE B2,HOUSTON,TX,77036,230,61,23.3,13.4,4.4,0.6,0.1,4.9,0.0,626036,718948,668128,8.8,,,76,18,43,34,27,27,31,0,,0,,2.25,13,54,15,8,51,34,28,44,51,66,,51,18,62,21,20
679500,ALPHA MED HOME HEALTH SERVICES,13313 SOUTHWEST FREEWAY SUITE 187,SUGAR LAND,TX,77478,156,77,13.9,8.1,3.4,0.1,0.0,2.1,0.1,312084,412687,421304,0.0,,,74,28,49,61,16,53,16,,,0,0,3.39,30,26,10,12,56,49,32,38,51,70,,71,9,53,5,18
679501,STEPPING STONES HOME CARE SERVICES LTD,2548 W TRENTON RD,EDINBURG,TX,78539,19,12,18.9,14.5,4.7,0.2,0.0,0.0,0.0,55050,57575,58932,9.0,,,75,,,,,0,0,0,12,0,0,2.50,17,42,8,0,33,33,25,58,50,75,,75,25,,25,17
679502,HEALING HANDS HOME HEALTH CARE LLC,6510 POLARIS DRIVE SUITE 3 & 4,LAREDO,TX,78041,1244,352,23.8,14.0,8.1,0.1,0.1,1.3,0.1,4645830,3705624,4412260,5.3,12,4004,75,123,229,95,257,12,0,0,340,0,0,1.96,5,25,7,7,22,29,11,22,64,74,,53,28,,3,10
679503,DREAM CARE LLC,1429 TAMARACK AVE,MCALLEN,TX,78501,370,134,14.5,12.2,2.0,0.1,0.0,0.2,0.0,562398,818175,905732,2.9,13,4822,76,60,74,27,107,16,0,0,118,0,0,2.53,9,40,4,9,32,45,29,40,63,,,67,25,,7,7
679504,SUPERIOR HOME HEALTH OF SAN ANTONIO LLC,8000 VANTAGE DRIVE,SAN ANTONIO,TX,78230,1064,401,16.3,12.6,2.2,0.7,0.1,0.6,0.1,4024611,2946547,3083773,5.0,95,25965,73,155,246,220,181,181,33,,179,,,2.39,17,33,18,8,40,47,29,43,56,69,,69,12,56,11,13
679505,A COMPASSIONATE CARE HOME HEALTH SERVICES,4000 S MEDFORD SUITE 17 E,LUFKIN,TX,75901,908,235,17.9,9.7,4.0,0.4,0.1,3.7,0.0,2111470,2161107,2503805,0.6,32,7980,77,98,137,175,60,204,25,,,0,,2.18,23,39,11,13,48,46,47,44,52,66,,60,21,,7,14
679506,UNITED HOME HEALTH,1605 EAST DEL MAR STE 103,LAREDO,TX,78041,416,116,14.9,9.8,5.1,0.0,0.0,0.0,0.0,938509,869569,1092504,0.1,15,3761,76,39,77,29,87,,0,0,113,0,,1.66,3,37,7,5,24,22,34,24,55,62,,58,33,,3,5
679507,ROCK BRIDGE HOME HEALTH AGENCY INC,3509 W UNIVERSITY DRIVE SUITE 4,EDINBURG,TX,78539,34,13,10.6,8.1,2.4,0.0,0.0,0.0,0.0,51247,70027,79750,0.0,,,74,,,,,,0,0,11,0,,2.60,15,38,15,23,54,38,38,46,54,54,,,15,,31,8
679508,TRANSCARE,5011 MOURNING DOVE DR,RICHMOND,TX,77469,457,99,20.6,11.6,2.1,0.6,0.2,6.0,0.1,1241493,1102524,1104572,1.9,,,74,33,66,44,55,26,27,,43,0,,2.51,15,25,9,8,39,39,25,18,71,72,,52,10,73,6,8
679509,ENCOMPASS HOME HEALTH OF SOUTHEAST TEXAS,2014 S WHEELER SUITE 250,JASPER,TX,75951,170,65,23.6,12.6,5.9,1.6,0.0,3.5,0.1,827743,548745,606444,5.2,12,3420,76,28,37,45,20,52,12,0,0,,,2.19,23,31,8,11,57,54,42,57,49,,,62,17,,11,11
679510,CARTER HEALTHCARE,"5265 LOUETTA, SUITE #B",SPRING,TX,77379,1392,632,20.0,10.2,5.6,1.9,0.7,1.6,0.1,4654678,4543851,4570845,1.4,114,36558,78,211,421,533,99,522,50,,45,,,2.51,24,46,14,14,46,46,34,48,50,66,,68,20,60,9,23
679511,"SUPERIOR INTEGRATED HOME HEALTH CARE, INC.","5353 WEST ALABAMA, SUITE #208",HOUSTON,TX,77056,140,52,12.3,7.3,3.0,0.4,0.0,1.6,0.0,218782,329281,339052,0.0,,,74,26,26,36,16,21,23,,,0,0,2.96,15,38,13,8,56,46,33,27,62,44,,50,2,38,27,21
679512,SOUTHWEST HOME HEALTH CARE OF EAST TEXAS LLC,11999 KATY FREEWAY SUITE 387,HOUSTON,TX,77079,454,274,20.2,9.9,8.1,2.6,0.1,0.1,0.0,1717962,1652326,1679735,4.3,42,13358,81,84,190,237,37,225,11,,31,0,,2.08,17,63,9,8,44,41,27,47,38,62,,60,22,67,14,15
